"","YEAR_MONTH","DAY_TYPE","TIME_PER_HOUR","PT_TYPE","PT_CODE","TOTAL_TAP_IN_VOLUME","TOTAL_TAP_OUT_VOLUME"
"94409","2019-09","WEEKDAY",17,"BUS",46999,1159,257
"94412","2019-09","WEEKDAY",14,"BUS",46999,821,264
"94414","2019-09","WEEKDAY",21,"BUS",46999,1618,207
"94415","2019-09","WEEKDAY",7,"BUS",46999,1916,474
"94417","2019-09","WEEKDAY",23,"BUS",46999,83,123
"94419","2019-09","WEEKDAY",13,"BUS",46999,1215,776
"94426","2019-09","WEEKDAY",20,"BUS",47011,41,119
"94440","2019-09","WEEKDAY",17,"BUS",47011,31,115
"94452","2019-09","WEEKDAY",19,"BUS",47011,83,170
"94466","2019-09","WEEKDAY",20,"BUS",47019,136,70
"94473","2019-09","WEEKDAY",21,"BUS",47019,176,31
"94488","2019-09","WEEKDAY",19,"BUS",47019,140,41
"94490","2019-09","WEEKDAY",22,"BUS",47019,149,14
"94494","2019-09","WEEKDAY",18,"BUS",47019,104,65
"94576","2019-09","WEEKDAY",18,"BUS",47031,12,829
"94577","2019-09","WEEKDAY",15,"BUS",47031,14,181
"94580","2019-09","WEEKDAY",17,"BUS",47031,3,528
"94582","2019-09","WEEKDAY",22,"BUS",47031,3,730
"94583","2019-09","WEEKDAY",8,"BUS",47031,3,273
"94585","2019-09","WEEKDAY",20,"BUS",47031,5,1297
"94588","2019-09","WEEKDAY",13,"BUS",47031,10,184
"94589","2019-09","WEEKDAY",9,"BUS",47031,2,127
"94592","2019-09","WEEKDAY",7,"BUS",47031,35,1297
"94594","2019-09","WEEKDAY",19,"BUS",47031,22,1629
"94596","2019-09","WEEKDAY",16,"BUS",47031,4,217
"94598","2019-09","WEEKDAY",14,"BUS",47031,4,341
"94599","2019-09","WEEKDAY",23,"BUS",47031,21,339
"94603","2019-09","WEEKDAY",21,"BUS",47031,3,1116
"94606","2019-09","WEEKDAY",6,"BUS",47031,60,220
"94609","2019-09","WEEKDAY",12,"BUS",47031,2,129
"94613","2019-09","WEEKDAY",11,"BUS",47031,6,117
"94615","2019-09","WEEKDAY",6,"BUS",47039,4429,21
"94618","2019-09","WEEKDAY",13,"BUS",47039,205,6
"94619","2019-09","WEEKDAY",18,"BUS",47039,808,29
"94622","2019-09","WEEKDAY",11,"BUS",47039,228,5
"94624","2019-09","WEEKDAY",16,"BUS",47039,347,8
"94626","2019-09","WEEKDAY",14,"BUS",47039,155,16
"94629","2019-09","WEEKDAY",7,"BUS",47039,2051,21
"94631","2019-09","WEEKDAY",12,"BUS",47039,473,6
"94633","2019-09","WEEKDAY",8,"BUS",47039,653,23
"94635","2019-09","WEEKDAY",10,"BUS",47039,219,6
"94637","2019-09","WEEKDAY",20,"BUS",47039,472,88
"94640","2019-09","WEEKDAY",15,"BUS",47039,205,12
"94641","2019-09","WEEKDAY",21,"BUS",47039,244,27
"94644","2019-09","WEEKDAY",19,"BUS",47039,907,13
"94646","2019-09","WEEKDAY",17,"BUS",47039,696,23
"94650","2019-09","WEEKDAY",22,"BUS",47039,186,18
"94652","2019-09","WEEKDAY",9,"BUS",47039,265,10
"94654","2019-09","WEEKDAY",10,"BUS",47041,268,807
"94656","2019-09","WEEKDAY",18,"BUS",47041,1592,996
"94658","2019-09","WEEKDAY",16,"BUS",47041,550,376
"94659","2019-09","WEEKDAY",13,"BUS",47041,220,1219
"94661","2019-09","WEEKDAY",20,"BUS",47041,887,1555
"94663","2019-09","WEEKDAY",19,"BUS",47041,1115,1180
"94666","2019-09","WEEKDAY",14,"BUS",47041,229,780
"94668","2019-09","WEEKDAY",12,"BUS",47041,492,674
"94670","2019-09","WEEKDAY",5,"BUS",47041,430,278
"94673","2019-09","WEEKDAY",11,"BUS",47041,311,481
"94676","2019-09","WEEKDAY",22,"BUS",47041,380,461
"94678","2019-09","WEEKDAY",7,"BUS",47041,1454,3692
"94679","2019-09","WEEKDAY",21,"BUS",47041,534,595
"94682","2019-09","WEEKDAY",9,"BUS",47041,358,2975
"94683","2019-09","WEEKDAY",6,"BUS",47041,2605,1421
"94685","2019-09","WEEKDAY",23,"BUS",47041,137,255
"94688","2019-09","WEEKDAY",8,"BUS",47041,601,7408
"94690","2019-09","WEEKDAY",15,"BUS",47041,384,376
"94692","2019-09","WEEKDAY",17,"BUS",47041,1410,537
"94694","2019-09","WEEKDAY",21,"BUS",47049,1226,1029
"94695","2019-09","WEEKDAY",19,"BUS",47049,2244,2932
"94698","2019-09","WEEKDAY",7,"BUS",47049,933,1534
"94699","2019-09","WEEKDAY",8,"BUS",47049,934,2589
"94701","2019-09","WEEKDAY",10,"BUS",47049,519,386
"94704","2019-09","WEEKDAY",20,"BUS",47049,2416,1846
"94705","2019-09","WEEKDAY",14,"BUS",47049,479,322
"94707","2019-09","WEEKDAY",13,"BUS",47049,565,354
"94710","2019-09","WEEKDAY",22,"BUS",47049,710,1030
"94711","2019-09","WEEKDAY",9,"BUS",47049,833,1096
"94713","2019-09","WEEKDAY",11,"BUS",47049,799,198
"94715","2019-09","WEEKDAY",17,"BUS",47049,3405,790
"94718","2019-09","WEEKDAY",15,"BUS",47049,861,242
"94719","2019-09","WEEKDAY",23,"BUS",47049,200,522
"94722","2019-09","WEEKDAY",12,"BUS",47049,1311,410
"94724","2019-09","WEEKDAY",18,"BUS",47049,3910,1186
"94726","2019-09","WEEKDAY",16,"BUS",47049,1420,321
"94728","2019-09","WEEKDAY",6,"BUS",47049,1392,563
"94731","2019-09","WEEKDAY",13,"BUS",47051,124,240
"94733","2019-09","WEEKDAY",18,"BUS",47051,1479,305
"94736","2019-09","WEEKDAY",10,"BUS",47051,122,288
"94738","2019-09","WEEKDAY",12,"BUS",47051,219,172
"94740","2019-09","WEEKDAY",8,"BUS",47051,255,2187
"94743","2019-09","WEEKDAY",20,"BUS",47051,640,200
"94746","2019-09","WEEKDAY",21,"BUS",47051,346,158
"94748","2019-09","WEEKDAY",5,"BUS",47051,51,118
"94750","2019-09","WEEKDAY",15,"BUS",47051,279,78
"94751","2019-09","WEEKDAY",14,"BUS",47051,208,183
"94754","2019-09","WEEKDAY",19,"BUS",47051,934,302
"94756","2019-09","WEEKDAY",9,"BUS",47051,122,925
"94758","2019-09","WEEKDAY",7,"BUS",47051,247,1364
"94762","2019-09","WEEKDAY",11,"BUS",47051,164,153
"94764","2019-09","WEEKDAY",17,"BUS",47051,1341,130
"94765","2019-09","WEEKDAY",6,"BUS",47051,71,557
"94768","2019-09","WEEKDAY",16,"BUS",47051,592,123
"94770","2019-09","WEEKDAY",22,"BUS",47051,169,112
"94772","2019-09","WEEKDAY",9,"BUS",47059,313,689
"94774","2019-09","WEEKDAY",16,"BUS",47059,791,106
"94775","2019-09","WEEKDAY",22,"BUS",47059,197,99
"94777","2019-09","WEEKDAY",14,"BUS",47059,266,159
"94779","2019-09","WEEKDAY",8,"BUS",47059,532,2211
"94782","2019-09","WEEKDAY",6,"BUS",47059,335,590
"94784","2019-09","WEEKDAY",7,"BUS",47059,488,1759
"94786","2019-09","WEEKDAY",17,"BUS",47059,1745,186
"94787","2019-09","WEEKDAY",18,"BUS",47059,1884,401
"94790","2019-09","WEEKDAY",20,"BUS",47059,1037,281
"94793","2019-09","WEEKDAY",10,"BUS",47059,192,148
"94796","2019-09","WEEKDAY",21,"BUS",47059,398,102
"94798","2019-09","WEEKDAY",11,"BUS",47059,294,94
"94799","2019-09","WEEKDAY",19,"BUS",47059,1095,317
"94801","2019-09","WEEKDAY",13,"BUS",47059,188,144
"94805","2019-09","WEEKDAY",15,"BUS",47059,306,83
"94808","2019-09","WEEKDAY",12,"BUS",47059,331,112
"94810","2019-09","WEEKDAY",10,"BUS",47061,109,213
"94811","2019-09","WEEKDAY",11,"BUS",47061,127,166
"94814","2019-09","WEEKDAY",15,"BUS",47061,266,122
"94815","2019-09","WEEKDAY",19,"BUS",47061,409,576
"94817","2019-09","WEEKDAY",9,"BUS",47061,104,1001
"94821","2019-09","WEEKDAY",17,"BUS",47061,952,135
"94824","2019-09","WEEKDAY",5,"BUS",47061,99,458
"94825","2019-09","WEEKDAY",7,"BUS",47061,759,3295
"94828","2019-09","WEEKDAY",16,"BUS",47061,407,93
"94829","2019-09","WEEKDAY",14,"BUS",47061,184,208
"94831","2019-09","WEEKDAY",8,"BUS",47061,123,3133
"94833","2019-09","WEEKDAY",18,"BUS",47061,912,478
"94835","2019-09","WEEKDAY",12,"BUS",47061,248,357
"94838","2019-09","WEEKDAY",21,"BUS",47061,117,171
"94840","2019-09","WEEKDAY",6,"BUS",47061,904,1725
"94842","2019-09","WEEKDAY",23,"BUS",47061,23,107
"94843","2019-09","WEEKDAY",20,"BUS",47061,267,250
"94845","2019-09","WEEKDAY",22,"BUS",47061,107,177
"94848","2019-09","WEEKDAY",13,"BUS",47061,222,202
"94850","2019-09","WEEKDAY",17,"BUS",47069,2212,93
"94851","2019-09","WEEKDAY",9,"BUS",47069,186,550
"94854","2019-09","WEEKDAY",11,"BUS",47069,284,187
"94856","2019-09","WEEKDAY",20,"BUS",47069,857,323
"94858","2019-09","WEEKDAY",19,"BUS",47069,1064,493
"94859","2019-09","WEEKDAY",7,"BUS",47069,375,1626
"94861","2019-09","WEEKDAY",12,"BUS",47069,389,253
"94863","2019-09","WEEKDAY",23,"BUS",47069,91,122
"94866","2019-09","WEEKDAY",21,"BUS",47069,427,230
"94868","2019-09","WEEKDAY",16,"BUS",47069,1163,73
"94870","2019-09","WEEKDAY",13,"BUS",47069,301,151
"94872","2019-09","WEEKDAY",14,"BUS",47069,379,128
"94874","2019-09","WEEKDAY",6,"BUS",47069,518,792
"94876","2019-09","WEEKDAY",18,"BUS",47069,2253,222
"94879","2019-09","WEEKDAY",15,"BUS",47069,619,98
"94880","2019-09","WEEKDAY",22,"BUS",47069,127,190
"94883","2019-09","WEEKDAY",10,"BUS",47069,172,154
"94885","2019-09","WEEKDAY",8,"BUS",47069,407,1549
"94888","2019-09","WEEKDAY",22,"BUS",47071,221,243
"94891","2019-09","WEEKDAY",13,"BUS",47071,172,312
"94892","2019-09","WEEKDAY",6,"BUS",47071,1314,2192
"94894","2019-09","WEEKDAY",5,"BUS",47071,124,375
"94899","2019-09","WEEKDAY",8,"BUS",47071,1132,3604
"94900","2019-09","WEEKDAY",10,"BUS",47071,180,365
"94903","2019-09","WEEKDAY",7,"BUS",47071,1677,4697
"94904","2019-09","WEEKDAY",16,"BUS",47071,680,369
"94906","2019-09","WEEKDAY",15,"BUS",47071,359,202
"94909","2019-09","WEEKDAY",9,"BUS",47071,312,1290
"94911","2019-09","WEEKDAY",21,"BUS",47071,364,425
"94913","2019-09","WEEKDAY",19,"BUS",47071,876,1722
"94915","2019-09","WEEKDAY",14,"BUS",47071,185,204
"94916","2019-09","WEEKDAY",18,"BUS",47071,1445,967
"94918","2019-09","WEEKDAY",12,"BUS",47071,332,309
"94921","2019-09","WEEKDAY",20,"BUS",47071,709,530
"94923","2019-09","WEEKDAY",11,"BUS",47071,201,406
"94924","2019-09","WEEKDAY",17,"BUS",47071,1238,605
"94927","2019-09","WEEKDAY",23,"BUS",47071,113,93
"94929","2019-09","WEEKDAY",15,"BUS",47079,765,264
"94930","2019-09","WEEKDAY",8,"BUS",47079,1259,2179
"94933","2019-09","WEEKDAY",7,"BUS",47079,1069,2047
"94934","2019-09","WEEKDAY",9,"BUS",47079,369,988
"94936","2019-09","WEEKDAY",12,"BUS",47079,470,172
"94938","2019-09","WEEKDAY",6,"BUS",47079,682,1064
"94940","2019-09","WEEKDAY",16,"BUS",47079,1276,322
"94943","2019-09","WEEKDAY",18,"BUS",47079,2536,903
"94945","2019-09","WEEKDAY",20,"BUS",47079,1202,583
"94948","2019-09","WEEKDAY",22,"BUS",47079,306,276
"94950","2019-09","WEEKDAY",14,"BUS",47079,298,209
"94951","2019-09","WEEKDAY",21,"BUS",47079,568,477
"94953","2019-09","WEEKDAY",19,"BUS",47079,1496,1204
"94956","2019-09","WEEKDAY",23,"BUS",47079,179,150
"94957","2019-09","WEEKDAY",13,"BUS",47079,245,207
"94959","2019-09","WEEKDAY",11,"BUS",47079,236,149
"94961","2019-09","WEEKDAY",17,"BUS",47079,2597,710
"94963","2019-09","WEEKDAY",10,"BUS",47079,255,317
"94967","2019-09","WEEKDAY",16,"BUS",47081,419,57
"94969","2019-09","WEEKDAY",12,"BUS",47081,185,186
"94972","2019-09","WEEKDAY",11,"BUS",47081,93,304
"94974","2019-09","WEEKDAY",21,"BUS",47081,321,143
"94976","2019-09","WEEKDAY",15,"BUS",47081,290,78
"94977","2019-09","WEEKDAY",10,"BUS",47081,146,211
"94982","2019-09","WEEKDAY",14,"BUS",47081,154,112
"94983","2019-09","WEEKDAY",7,"BUS",47081,196,4306
"94985","2019-09","WEEKDAY",8,"BUS",47081,145,1753
"94987","2019-09","WEEKDAY",20,"BUS",47081,519,243
"94990","2019-09","WEEKDAY",6,"BUS",47081,371,2401
"94991","2019-09","WEEKDAY",17,"BUS",47081,1015,73
"94996","2019-09","WEEKDAY",22,"BUS",47081,191,160
"94998","2019-09","WEEKDAY",9,"BUS",47081,73,622
"95000","2019-09","WEEKDAY",13,"BUS",47081,115,174
"95001","2019-09","WEEKDAY",18,"BUS",47081,954,292
"95004","2019-09","WEEKDAY",5,"BUS",47081,748,233
"95005","2019-09","WEEKDAY",19,"BUS",47081,601,522
"95008","2019-09","WEEKDAY",16,"BUS",47089,589,96
"95010","2019-09","WEEKDAY",13,"BUS",47089,185,146
"95013","2019-09","WEEKDAY",9,"BUS",47089,94,241
"95014","2019-09","WEEKDAY",7,"BUS",47089,183,1623
"95017","2019-09","WEEKDAY",11,"BUS",47089,149,125
"95018","2019-09","WEEKDAY",23,"BUS",47089,165,109
"95020","2019-09","WEEKDAY",6,"BUS",47089,901,840
"95023","2019-09","WEEKDAY",8,"BUS",47089,327,1028
"95024","2019-09","WEEKDAY",21,"BUS",47089,1049,216
"95026","2019-09","WEEKDAY",20,"BUS",47089,1247,244
"95030","2019-09","WEEKDAY",22,"BUS",47089,291,169
"95032","2019-09","WEEKDAY",18,"BUS",47089,1353,113
"95034","2019-09","WEEKDAY",19,"BUS",47089,1242,430
"95037","2019-09","WEEKDAY",17,"BUS",47089,1758,89
"95039","2019-09","WEEKDAY",10,"BUS",47089,105,128
"95041","2019-09","WEEKDAY",12,"BUS",47089,270,101
"95042","2019-09","WEEKDAY",14,"BUS",47089,266,139
"95044","2019-09","WEEKDAY",15,"BUS",47089,332,71
"95046","2019-09","WEEKDAY",6,"BUS",47091,1184,742
"95049","2019-09","WEEKDAY",23,"BUS",47091,110,34
"95051","2019-09","WEEKDAY",5,"BUS",47091,129,162
"95053","2019-09","WEEKDAY",16,"BUS",47091,424,57
"95054","2019-09","WEEKDAY",8,"BUS",47091,52,935
"95056","2019-09","WEEKDAY",9,"BUS",47091,62,145
"95063","2019-09","WEEKDAY",15,"BUS",47091,247,32
"95064","2019-09","WEEKDAY",17,"BUS",47091,1487,70
"95069","2019-09","WEEKDAY",19,"BUS",47091,597,216
"95071","2019-09","WEEKDAY",21,"BUS",47091,180,100
"95073","2019-09","WEEKDAY",13,"BUS",47091,107,170
"95077","2019-09","WEEKDAY",20,"BUS",47091,260,143
"95079","2019-09","WEEKDAY",14,"BUS",47091,86,101
"95080","2019-09","WEEKDAY",7,"BUS",47091,133,965
"95083","2019-09","WEEKDAY",18,"BUS",47091,1402,158
"95085","2019-09","WEEKDAY",12,"BUS",47091,220,84
"95087","2019-09","WEEKDAY",13,"BUS",47099,86,124
"95090","2019-09","WEEKDAY",12,"BUS",47099,107,126
"95093","2019-09","WEEKDAY",8,"BUS",47099,89,1777
"95094","2019-09","WEEKDAY",21,"BUS",47099,253,138
"95096","2019-09","WEEKDAY",7,"BUS",47099,181,1289
"95099","2019-09","WEEKDAY",23,"BUS",47099,194,34
"95100","2019-09","WEEKDAY",20,"BUS",47099,161,392
"95104","2019-09","WEEKDAY",6,"BUS",47099,324,413
"95113","2019-09","WEEKDAY",9,"BUS",47099,50,456
"95114","2019-09","WEEKDAY",15,"BUS",47099,333,40
"95116","2019-09","WEEKDAY",17,"BUS",47099,862,63
"95118","2019-09","WEEKDAY",19,"BUS",47099,364,605
"95122","2019-09","WEEKDAY",16,"BUS",47099,566,39
"95125","2019-09","WEEKDAY",18,"BUS",47099,741,194
"95126","2019-09","WEEKDAY",20,"BUS",47101,102,117
"95129","2019-09","WEEKDAY",8,"BUS",47101,105,833
"95137","2019-09","WEEKDAY",6,"BUS",47101,216,300
"95142","2019-09","WEEKDAY",12,"BUS",47101,113,126
"95144","2019-09","WEEKDAY",7,"BUS",47101,188,845
"95146","2019-09","WEEKDAY",18,"BUS",47101,999,124
"95148","2019-09","WEEKDAY",19,"BUS",47101,201,98
"95154","2019-09","WEEKDAY",16,"BUS",47101,110,30
"95161","2019-09","WEEKDAY",17,"BUS",47101,486,60
"95162","2019-09","WEEKDAY",9,"BUS",47101,39,149
"95171","2019-09","WEEKDAY",14,"BUS",47109,102,89
"95173","2019-09","WEEKDAY",18,"BUS",47109,219,225
"95176","2019-09","WEEKDAY",16,"BUS",47109,110,42
"95179","2019-09","WEEKDAY",21,"BUS",47109,77,145
"95187","2019-09","WEEKDAY",6,"BUS",47109,100,767
"95189","2019-09","WEEKDAY",7,"BUS",47109,55,840
"95190","2019-09","WEEKDAY",20,"BUS",47109,81,201
"95192","2019-09","WEEKDAY",22,"BUS",47109,16,191
"95196","2019-09","WEEKDAY",19,"BUS",47109,175,191
"95198","2019-09","WEEKDAY",23,"BUS",47109,48,118
"95201","2019-09","WEEKDAY",17,"BUS",47109,234,110
"95203","2019-09","WEEKDAY",9,"BUS",47109,34,131
"95204","2019-09","WEEKDAY",8,"BUS",47109,20,1024
"95206","2019-09","WEEKDAY",18,"BUS",47111,3598,278
"95209","2019-09","WEEKDAY",10,"BUS",47111,215,385
"95211","2019-09","WEEKDAY",20,"BUS",47111,782,171
"95213","2019-09","WEEKDAY",21,"BUS",47111,486,235
"95215","2019-09","WEEKDAY",9,"BUS",47111,176,723
"95217","2019-09","WEEKDAY",22,"BUS",47111,273,142
"95218","2019-09","WEEKDAY",12,"BUS",47111,557,221
"95221","2019-09","WEEKDAY",8,"BUS",47111,319,1583
"95222","2019-09","WEEKDAY",11,"BUS",47111,305,244
"95225","2019-09","WEEKDAY",14,"BUS",47111,432,143
"95227","2019-09","WEEKDAY",15,"BUS",47111,696,65
"95229","2019-09","WEEKDAY",16,"BUS",47111,847,82
"95230","2019-09","WEEKDAY",23,"BUS",47111,108,72
"95232","2019-09","WEEKDAY",17,"BUS",47111,1824,101
"95234","2019-09","WEEKDAY",13,"BUS",47111,314,318
"95236","2019-09","WEEKDAY",7,"BUS",47111,664,1683
"95240","2019-09","WEEKDAY",19,"BUS",47111,1442,190
"95243","2019-09","WEEKDAY",6,"BUS",47111,871,842
"95245","2019-09","WEEKDAY",5,"BUS",47111,120,187
"95247","2019-09","WEEKDAY",21,"BUS",47119,474,374
"95248","2019-09","WEEKDAY",15,"BUS",47119,707,269
