"","YEAR_MONTH","DAY_TYPE","TIME_PER_HOUR","PT_TYPE","PT_CODE","TOTAL_TAP_IN_VOLUME","TOTAL_TAP_OUT_VOLUME"
"71299","2019-09","WEEKDAY",15,"BUS",43041,377,761
"71300","2019-09","WEEKDAY",17,"BUS",43041,609,1188
"71302","2019-09","WEEKDAY",19,"BUS",43041,384,1736
"71304","2019-09","WEEKDAY",10,"BUS",43041,527,234
"71306","2019-09","WEEKDAY",20,"BUS",43041,278,1129
"71309","2019-09","WEEKDAY",6,"BUS",43041,739,136
"71311","2019-09","WEEKDAY",8,"BUS",43041,2261,388
"71316","2019-09","WEEKDAY",9,"BUS",43041,979,243
"71317","2019-09","WEEKDAY",23,"BUS",43041,96,473
"71319","2019-09","WEEKDAY",11,"BUS",43041,485,275
"71322","2019-09","WEEKDAY",21,"BUS",43041,127,880
"71323","2019-09","WEEKDAY",0,"BUS",43041,28,148
"71325","2019-09","WEEKDAY",18,"BUS",43041,627,1377
"71327","2019-09","WEEKDAY",7,"BUS",43041,3349,1699
"71330","2019-09","WEEKDAY",22,"BUS",43041,135,865
"71331","2019-09","WEEKDAY",14,"BUS",43041,498,751
"71335","2019-09","WEEKDAY",13,"BUS",43049,276,209
"71339","2019-09","WEEKDAY",17,"BUS",43049,277,345
"71342","2019-09","WEEKDAY",9,"BUS",43049,504,133
"71344","2019-09","WEEKDAY",19,"BUS",43049,149,530
"71345","2019-09","WEEKDAY",14,"BUS",43049,287,244
"71347","2019-09","WEEKDAY",22,"BUS",43049,57,241
"71349","2019-09","WEEKDAY",23,"BUS",43049,34,109
"71351","2019-09","WEEKDAY",20,"BUS",43049,98,302
"71354","2019-09","WEEKDAY",12,"BUS",43049,305,130
"71355","2019-09","WEEKDAY",8,"BUS",43049,950,300
"71358","2019-09","WEEKDAY",18,"BUS",43049,223,497
"71360","2019-09","WEEKDAY",11,"BUS",43049,455,120
"71361","2019-09","WEEKDAY",6,"BUS",43049,554,69
"71363","2019-09","WEEKDAY",7,"BUS",43049,1519,350
"71365","2019-09","WEEKDAY",15,"BUS",43049,274,307
"71368","2019-09","WEEKDAY",10,"BUS",43049,397,94
"71370","2019-09","WEEKDAY",16,"BUS",43049,359,243
"71373","2019-09","WEEKDAY",21,"BUS",43049,65,243
"71375","2019-09","WEEKDAY",22,"BUS",43051,442,470
"71378","2019-09","WEEKDAY",16,"BUS",43051,579,616
"71380","2019-09","WEEKDAY",8,"BUS",43051,170,357
"71382","2019-09","WEEKDAY",10,"BUS",43051,126,309
"71383","2019-09","WEEKDAY",6,"BUS",43051,60,116
"71388","2019-09","WEEKDAY",11,"BUS",43051,201,406
"71389","2019-09","WEEKDAY",13,"BUS",43051,385,463
"71392","2019-09","WEEKDAY",7,"BUS",43051,501,629
"71395","2019-09","WEEKDAY",15,"BUS",43051,355,462
"71397","2019-09","WEEKDAY",14,"BUS",43051,417,486
"71399","2019-09","WEEKDAY",17,"BUS",43051,539,580
"71401","2019-09","WEEKDAY",9,"BUS",43051,170,324
"71402","2019-09","WEEKDAY",20,"BUS",43051,500,562
"71404","2019-09","WEEKDAY",18,"BUS",43051,707,956
"71407","2019-09","WEEKDAY",23,"BUS",43051,252,206
"71408","2019-09","WEEKDAY",12,"BUS",43051,352,370
"71410","2019-09","WEEKDAY",21,"BUS",43051,416,489
"71412","2019-09","WEEKDAY",19,"BUS",43051,622,884
"71416","2019-09","WEEKDAY",13,"BUS",43059,358,318
"71418","2019-09","WEEKDAY",21,"BUS",43059,240,193
"71420","2019-09","WEEKDAY",17,"BUS",43059,326,271
"71422","2019-09","WEEKDAY",18,"BUS",43059,368,465
"71424","2019-09","WEEKDAY",22,"BUS",43059,160,259
"71428","2019-09","WEEKDAY",11,"BUS",43059,285,577
"71430","2019-09","WEEKDAY",16,"BUS",43059,411,323
"71432","2019-09","WEEKDAY",19,"BUS",43059,317,547
"71435","2019-09","WEEKDAY",20,"BUS",43059,282,243
"71437","2019-09","WEEKDAY",14,"BUS",43059,326,320
"71439","2019-09","WEEKDAY",23,"BUS",43059,106,50
"71443","2019-09","WEEKDAY",7,"BUS",43059,319,497
"71444","2019-09","WEEKDAY",9,"BUS",43059,242,438
"71446","2019-09","WEEKDAY",8,"BUS",43059,304,629
"71448","2019-09","WEEKDAY",10,"BUS",43059,197,402
"71451","2019-09","WEEKDAY",12,"BUS",43059,330,399
"71452","2019-09","WEEKDAY",6,"BUS",43059,172,173
"71456","2019-09","WEEKDAY",15,"BUS",43059,391,484
"71459","2019-09","WEEKDAY",23,"BUS",43061,1014,436
"71463","2019-09","WEEKDAY",17,"BUS",43061,2426,2379
"71465","2019-09","WEEKDAY",11,"BUS",43061,567,1597
"71468","2019-09","WEEKDAY",21,"BUS",43061,2465,1059
"71469","2019-09","WEEKDAY",20,"BUS",43061,2457,1021
"71472","2019-09","WEEKDAY",0,"BUS",43061,159,91
"71474","2019-09","WEEKDAY",8,"BUS",43061,958,4935
"71476","2019-09","WEEKDAY",12,"BUS",43061,739,1534
"71477","2019-09","WEEKDAY",10,"BUS",43061,609,1833
"71480","2019-09","WEEKDAY",6,"BUS",43061,519,1325
"71482","2019-09","WEEKDAY",18,"BUS",43061,3785,2607
"71484","2019-09","WEEKDAY",22,"BUS",43061,1816,832
"71485","2019-09","WEEKDAY",16,"BUS",43061,2037,2064
"71488","2019-09","WEEKDAY",7,"BUS",43061,1310,4023
"71489","2019-09","WEEKDAY",14,"BUS",43061,931,1531
"71492","2019-09","WEEKDAY",9,"BUS",43061,780,2724
"71494","2019-09","WEEKDAY",15,"BUS",43061,1286,1582
"71496","2019-09","WEEKDAY",13,"BUS",43061,833,1585
"71498","2019-09","WEEKDAY",19,"BUS",43061,3112,1757
"71499","2019-09","WEEKDAY",16,"BUS",43069,2294,1988
"71502","2019-09","WEEKDAY",9,"BUS",43069,962,2982
"71503","2019-09","WEEKDAY",10,"BUS",43069,814,1827
"71506","2019-09","WEEKDAY",22,"BUS",43069,879,390
"71508","2019-09","WEEKDAY",15,"BUS",43069,3132,2496
"71510","2019-09","WEEKDAY",19,"BUS",43069,2068,1202
"71512","2019-09","WEEKDAY",21,"BUS",43069,1086,554
"71514","2019-09","WEEKDAY",6,"BUS",43069,572,2101
"71516","2019-09","WEEKDAY",5,"BUS",43069,117,668
"71517","2019-09","WEEKDAY",14,"BUS",43069,1367,1569
"71519","2019-09","WEEKDAY",7,"BUS",43069,1736,6348
"71522","2019-09","WEEKDAY",18,"BUS",43069,2433,1842
"71524","2019-09","WEEKDAY",8,"BUS",43069,2013,6494
"71525","2019-09","WEEKDAY",23,"BUS",43069,392,152
"71528","2019-09","WEEKDAY",20,"BUS",43069,1109,571
"71529","2019-09","WEEKDAY",17,"BUS",43069,1790,1640
"71531","2019-09","WEEKDAY",12,"BUS",43069,1000,1727
"71533","2019-09","WEEKDAY",13,"BUS",43069,1040,1937
"71537","2019-09","WEEKDAY",0,"BUS",43069,101,48
"71540","2019-09","WEEKDAY",11,"BUS",43069,970,1691
"71561","2019-09","WEEKDAY",7,"BUS",43071,29,133
"71583","2019-09","WEEKDAY",21,"BUS",43081,170,60
"71588","2019-09","WEEKDAY",18,"BUS",43081,464,233
"71590","2019-09","WEEKDAY",22,"BUS",43081,129,34
"71592","2019-09","WEEKDAY",8,"BUS",43081,303,192
"71595","2019-09","WEEKDAY",11,"BUS",43081,157,131
"71597","2019-09","WEEKDAY",19,"BUS",43081,472,267
"71601","2019-09","WEEKDAY",17,"BUS",43081,491,141
"71603","2019-09","WEEKDAY",13,"BUS",43081,822,238
"71606","2019-09","WEEKDAY",15,"BUS",43081,278,138
"71608","2019-09","WEEKDAY",7,"BUS",43081,415,1695
"71610","2019-09","WEEKDAY",16,"BUS",43081,713,121
"71612","2019-09","WEEKDAY",14,"BUS",43081,774,98
"71614","2019-09","WEEKDAY",12,"BUS",43081,667,109
"71615","2019-09","WEEKDAY",10,"BUS",43081,126,69
"71617","2019-09","WEEKDAY",6,"BUS",43081,40,255
"71619","2019-09","WEEKDAY",20,"BUS",43089,101,183
"71621","2019-09","WEEKDAY",14,"BUS",43089,640,276
"71624","2019-09","WEEKDAY",21,"BUS",43089,256,160
"71625","2019-09","WEEKDAY",11,"BUS",43089,287,433
"71628","2019-09","WEEKDAY",7,"BUS",43089,1095,2718
"71629","2019-09","WEEKDAY",9,"BUS",43089,238,383
"71632","2019-09","WEEKDAY",15,"BUS",43089,376,355
"71633","2019-09","WEEKDAY",19,"BUS",43089,310,822
"71635","2019-09","WEEKDAY",5,"BUS",43089,32,207
"71637","2019-09","WEEKDAY",17,"BUS",43089,459,385
"71639","2019-09","WEEKDAY",22,"BUS",43089,214,99
"71643","2019-09","WEEKDAY",8,"BUS",43089,545,760
"71646","2019-09","WEEKDAY",12,"BUS",43089,723,320
"71648","2019-09","WEEKDAY",13,"BUS",43089,1350,675
"71651","2019-09","WEEKDAY",10,"BUS",43089,257,236
"71654","2019-09","WEEKDAY",6,"BUS",43089,164,633
"71655","2019-09","WEEKDAY",16,"BUS",43089,837,329
"71657","2019-09","WEEKDAY",18,"BUS",43089,450,791
"71660","2019-09","WEEKDAY",16,"BUS",43091,452,123
"71663","2019-09","WEEKDAY",18,"BUS",43091,261,149
"71667","2019-09","WEEKDAY",9,"BUS",43091,59,110
"71669","2019-09","WEEKDAY",15,"BUS",43091,646,70
"71670","2019-09","WEEKDAY",11,"BUS",43091,137,81
"71672","2019-09","WEEKDAY",19,"BUS",43091,119,173
"71674","2019-09","WEEKDAY",10,"BUS",43091,113,56
"71677","2019-09","WEEKDAY",6,"BUS",43091,57,326
"71678","2019-09","WEEKDAY",7,"BUS",43091,112,692
"71685","2019-09","WEEKDAY",12,"BUS",43091,346,68
"71689","2019-09","WEEKDAY",14,"BUS",43091,444,91
"71691","2019-09","WEEKDAY",17,"BUS",43091,397,104
"71692","2019-09","WEEKDAY",13,"BUS",43091,242,94
"71695","2019-09","WEEKDAY",8,"BUS",43091,106,284
"71703","2019-09","WEEKDAY",16,"BUS",43099,479,127
"71705","2019-09","WEEKDAY",9,"BUS",43099,325,435
"71707","2019-09","WEEKDAY",8,"BUS",43099,717,948
"71711","2019-09","WEEKDAY",17,"BUS",43099,551,176
"71714","2019-09","WEEKDAY",14,"BUS",43099,682,218
"71715","2019-09","WEEKDAY",10,"BUS",43099,228,215
"71717","2019-09","WEEKDAY",13,"BUS",43099,396,325
"71720","2019-09","WEEKDAY",18,"BUS",43099,298,175
"71722","2019-09","WEEKDAY",19,"BUS",43099,156,153
"71724","2019-09","WEEKDAY",7,"BUS",43099,863,4315
"71726","2019-09","WEEKDAY",15,"BUS",43099,703,206
"71727","2019-09","WEEKDAY",5,"BUS",43099,48,141
"71729","2019-09","WEEKDAY",12,"BUS",43099,519,289
"71732","2019-09","WEEKDAY",6,"BUS",43099,581,1670
"71734","2019-09","WEEKDAY",11,"BUS",43099,345,229
"71742","2019-09","WEEKDAY",20,"BUS",43109,231,149
"71744","2019-09","WEEKDAY",17,"BUS",43109,758,144
"71746","2019-09","WEEKDAY",6,"BUS",43109,153,778
"71748","2019-09","WEEKDAY",22,"BUS",43109,137,71
"71750","2019-09","WEEKDAY",13,"BUS",43109,303,310
"71753","2019-09","WEEKDAY",7,"BUS",43109,485,2577
"71755","2019-09","WEEKDAY",11,"BUS",43109,236,182
"71757","2019-09","WEEKDAY",18,"BUS",43109,670,197
"71760","2019-09","WEEKDAY",10,"BUS",43109,224,198
"71762","2019-09","WEEKDAY",16,"BUS",43109,401,233
"71765","2019-09","WEEKDAY",12,"BUS",43109,313,227
"71770","2019-09","WEEKDAY",21,"BUS",43109,197,115
"71772","2019-09","WEEKDAY",19,"BUS",43109,537,199
"71773","2019-09","WEEKDAY",9,"BUS",43109,211,559
"71775","2019-09","WEEKDAY",14,"BUS",43109,250,246
"71778","2019-09","WEEKDAY",8,"BUS",43109,200,1261
"71782","2019-09","WEEKDAY",15,"BUS",43109,463,139
"71783","2019-09","WEEKDAY",21,"BUS",43111,195,211
"71786","2019-09","WEEKDAY",18,"BUS",43111,1042,350
"71788","2019-09","WEEKDAY",12,"BUS",43111,337,88
"71791","2019-09","WEEKDAY",19,"BUS",43111,532,175
"71794","2019-09","WEEKDAY",10,"BUS",43111,249,41
"71797","2019-09","WEEKDAY",20,"BUS",43111,195,146
"71798","2019-09","WEEKDAY",14,"BUS",43111,168,116
"71801","2019-09","WEEKDAY",17,"BUS",43111,1779,590
"71803","2019-09","WEEKDAY",9,"BUS",43111,243,133
"71804","2019-09","WEEKDAY",6,"BUS",43111,86,108
"71807","2019-09","WEEKDAY",16,"BUS",43111,606,224
"71808","2019-09","WEEKDAY",8,"BUS",43111,269,352
"71810","2019-09","WEEKDAY",15,"BUS",43111,297,137
"71815","2019-09","WEEKDAY",22,"BUS",43111,96,109
"71818","2019-09","WEEKDAY",11,"BUS",43111,208,66
"71821","2019-09","WEEKDAY",13,"BUS",43111,178,87
"71823","2019-09","WEEKDAY",7,"BUS",43111,207,635
"71827","2019-09","WEEKDAY",8,"BUS",43119,888,622
"71829","2019-09","WEEKDAY",9,"BUS",43119,487,325
"71830","2019-09","WEEKDAY",18,"BUS",43119,295,945
"71833","2019-09","WEEKDAY",7,"BUS",43119,1115,638
"71835","2019-09","WEEKDAY",15,"BUS",43119,234,568
"71836","2019-09","WEEKDAY",10,"BUS",43119,339,325
"71838","2019-09","WEEKDAY",14,"BUS",43119,269,625
"71841","2019-09","WEEKDAY",21,"BUS",43119,100,426
"71843","2019-09","WEEKDAY",16,"BUS",43119,272,629
"71844","2019-09","WEEKDAY",17,"BUS",43119,262,729
"71849","2019-09","WEEKDAY",22,"BUS",43119,75,281
"71851","2019-09","WEEKDAY",19,"BUS",43119,190,822
"71853","2019-09","WEEKDAY",11,"BUS",43119,317,401
"71855","2019-09","WEEKDAY",20,"BUS",43119,136,588
"71860","2019-09","WEEKDAY",6,"BUS",43119,428,285
"71862","2019-09","WEEKDAY",13,"BUS",43119,254,673
"71863","2019-09","WEEKDAY",12,"BUS",43119,240,523
"71865","2019-09","WEEKDAY",13,"BUS",43121,362,162
"71869","2019-09","WEEKDAY",23,"BUS",43121,2,107
"71871","2019-09","WEEKDAY",6,"BUS",43121,47,134
"71873","2019-09","WEEKDAY",19,"BUS",43121,166,390
"71875","2019-09","WEEKDAY",11,"BUS",43121,226,108
"71878","2019-09","WEEKDAY",9,"BUS",43121,139,88
"71880","2019-09","WEEKDAY",12,"BUS",43121,451,158
"71882","2019-09","WEEKDAY",22,"BUS",43121,18,225
"71884","2019-09","WEEKDAY",17,"BUS",43121,332,281
"71886","2019-09","WEEKDAY",18,"BUS",43121,293,359
"71887","2019-09","WEEKDAY",20,"BUS",43121,62,284
"71889","2019-09","WEEKDAY",16,"BUS",43121,329,302
"71891","2019-09","WEEKDAY",10,"BUS",43121,214,95
"71893","2019-09","WEEKDAY",14,"BUS",43121,244,220
"71895","2019-09","WEEKDAY",7,"BUS",43121,167,693
"71898","2019-09","WEEKDAY",21,"BUS",43121,40,233
"71900","2019-09","WEEKDAY",15,"BUS",43121,638,277
"71902","2019-09","WEEKDAY",8,"BUS",43121,154,195
"71903","2019-09","WEEKDAY",6,"BUS",43129,283,268
"71906","2019-09","WEEKDAY",12,"BUS",43129,266,224
"71908","2019-09","WEEKDAY",19,"BUS",43129,124,178
"71909","2019-09","WEEKDAY",10,"BUS",43129,252,119
"71911","2019-09","WEEKDAY",15,"BUS",43129,263,199
"71913","2019-09","WEEKDAY",13,"BUS",43129,253,297
"71915","2019-09","WEEKDAY",20,"BUS",43129,50,150
"71917","2019-09","WEEKDAY",18,"BUS",43129,221,185
"71920","2019-09","WEEKDAY",7,"BUS",43129,742,1272
"71922","2019-09","WEEKDAY",8,"BUS",43129,407,301
"71924","2019-09","WEEKDAY",17,"BUS",43129,218,197
"71927","2019-09","WEEKDAY",11,"BUS",43129,304,148
"71932","2019-09","WEEKDAY",9,"BUS",43129,355,222
"71936","2019-09","WEEKDAY",14,"BUS",43129,138,256
"71937","2019-09","WEEKDAY",21,"BUS",43129,39,115
"71940","2019-09","WEEKDAY",16,"BUS",43129,153,187
"71941","2019-09","WEEKDAY",16,"BUS",43131,167,700
"71943","2019-09","WEEKDAY",14,"BUS",43131,148,419
"71945","2019-09","WEEKDAY",22,"BUS",43131,9,575
"71947","2019-09","WEEKDAY",6,"BUS",43131,16,134
"71950","2019-09","WEEKDAY",19,"BUS",43131,48,1100
"71951","2019-09","WEEKDAY",12,"BUS",43131,200,244
"71953","2019-09","WEEKDAY",10,"BUS",43131,62,122
"71956","2019-09","WEEKDAY",13,"BUS",43131,1012,323
"71958","2019-09","WEEKDAY",20,"BUS",43131,53,792
"71961","2019-09","WEEKDAY",7,"BUS",43131,209,297
"71964","2019-09","WEEKDAY",17,"BUS",43131,227,808
"71966","2019-09","WEEKDAY",15,"BUS",43131,289,603
"71968","2019-09","WEEKDAY",11,"BUS",43131,123,167
"71969","2019-09","WEEKDAY",23,"BUS",43131,7,249
"71972","2019-09","WEEKDAY",18,"BUS",43131,118,1056
"71973","2019-09","WEEKDAY",21,"BUS",43131,10,521
"71976","2019-09","WEEKDAY",9,"BUS",43131,77,111
"71977","2019-09","WEEKDAY",8,"BUS",43131,75,132
"71980","2019-09","WEEKDAY",18,"BUS",43139,157,108
"71984","2019-09","WEEKDAY",13,"BUS",43139,431,343
"71987","2019-09","WEEKDAY",5,"BUS",43139,176,9
"71990","2019-09","WEEKDAY",11,"BUS",43139,146,87
"71991","2019-09","WEEKDAY",10,"BUS",43139,207,70
"71993","2019-09","WEEKDAY",15,"BUS",43139,168,158
"71997","2019-09","WEEKDAY",12,"BUS",43139,161,156
"71999","2019-09","WEEKDAY",7,"BUS",43139,942,742
"72002","2019-09","WEEKDAY",14,"BUS",43139,135,149
"72005","2019-09","WEEKDAY",8,"BUS",43139,737,72
"72007","2019-09","WEEKDAY",16,"BUS",43139,139,156
"72010","2019-09","WEEKDAY",9,"BUS",43139,274,51
"72011","2019-09","WEEKDAY",6,"BUS",43139,487,512
"72015","2019-09","WEEKDAY",17,"BUS",43139,149,119
"72017","2019-09","WEEKDAY",7,"BUS",43141,1688,1109
"72020","2019-09","WEEKDAY",22,"BUS",43141,122,568
"72022","2019-09","WEEKDAY",5,"BUS",43141,205,11
"72024","2019-09","WEEKDAY",18,"BUS",43141,631,1353
"72025","2019-09","WEEKDAY",16,"BUS",43141,524,696
"72028","2019-09","WEEKDAY",6,"BUS",43141,1080,494
"72030","2019-09","WEEKDAY",20,"BUS",43141,326,1125
"72031","2019-09","WEEKDAY",15,"BUS",43141,461,557
"72033","2019-09","WEEKDAY",9,"BUS",43141,620,325
"72036","2019-09","WEEKDAY",10,"BUS",43141,396,233
"72038","2019-09","WEEKDAY",19,"BUS",43141,313,1212
"72042","2019-09","WEEKDAY",8,"BUS",43141,1127,407
"72044","2019-09","WEEKDAY",23,"BUS",43141,68,203
"72046","2019-09","WEEKDAY",12,"BUS",43141,519,415
"72048","2019-09","WEEKDAY",13,"BUS",43141,731,671
"72049","2019-09","WEEKDAY",21,"BUS",43141,270,1012
"72052","2019-09","WEEKDAY",14,"BUS",43141,566,589
"72054","2019-09","WEEKDAY",11,"BUS",43141,389,291
"72055","2019-09","WEEKDAY",17,"BUS",43141,597,960
"72057","2019-09","WEEKDAY",12,"BUS",43149,539,700
"72059","2019-09","WEEKDAY",5,"BUS",43149,132,18
"72061","2019-09","WEEKDAY",11,"BUS",43149,515,501
"72064","2019-09","WEEKDAY",7,"BUS",43149,1378,317
"72066","2019-09","WEEKDAY",22,"BUS",43149,92,922
"72068","2019-09","WEEKDAY",14,"BUS",43149,647,724
"72069","2019-09","WEEKDAY",10,"BUS",43149,552,377
"72071","2019-09","WEEKDAY",6,"BUS",43149,1015,135
"72074","2019-09","WEEKDAY",19,"BUS",43149,474,1910
"72075","2019-09","WEEKDAY",18,"BUS",43149,735,2097
"72077","2019-09","WEEKDAY",15,"BUS",43149,598,899
"72079","2019-09","WEEKDAY",17,"BUS",43149,615,1316
"72081","2019-09","WEEKDAY",21,"BUS",43149,182,1270
"72085","2019-09","WEEKDAY",8,"BUS",43149,1010,636
"72087","2019-09","WEEKDAY",16,"BUS",43149,514,1008
"72090","2019-09","WEEKDAY",13,"BUS",43149,1079,714
"72091","2019-09","WEEKDAY",9,"BUS",43149,624,489
"72094","2019-09","WEEKDAY",20,"BUS",43149,273,1326
"72095","2019-09","WEEKDAY",23,"BUS",43149,74,547
"72097","2019-09","WEEKDAY",8,"BUS",43151,16,126
"72099","2019-09","WEEKDAY",17,"BUS",43151,69,102
"72100","2019-09","WEEKDAY",6,"BUS",43151,133,55
"72105","2019-09","WEEKDAY",7,"BUS",43159,196,77
"72106","2019-09","WEEKDAY",6,"BUS",43159,240,16
"72107","2019-09","WEEKDAY",8,"BUS",43159,235,53
"72109","2019-09","WEEKDAY",17,"BUS",43159,52,114
"72112","2019-09","WEEKDAY",13,"BUS",43161,1440,921
"72114","2019-09","WEEKDAY",23,"BUS",43161,71,272
"72116","2019-09","WEEKDAY",7,"BUS",43161,4178,1167
"72120","2019-09","WEEKDAY",18,"BUS",43161,1617,1421
"72122","2019-09","WEEKDAY",16,"BUS",43161,915,959
"72123","2019-09","WEEKDAY",17,"BUS",43161,1289,1401
"72125","2019-09","WEEKDAY",12,"BUS",43161,1077,1254
"72127","2019-09","WEEKDAY",22,"BUS",43161,174,463
"72129","2019-09","WEEKDAY",14,"BUS",43161,974,791
"72131","2019-09","WEEKDAY",8,"BUS",43161,3274,1759
"72134","2019-09","WEEKDAY",19,"BUS",43161,1002,1271
"72136","2019-09","WEEKDAY",15,"BUS",43161,925,657
"72137","2019-09","WEEKDAY",6,"BUS",43161,2518,665
"72139","2019-09","WEEKDAY",5,"BUS",43161,557,108
"72140","2019-09","WEEKDAY",11,"BUS",43161,1331,1227
"72143","2019-09","WEEKDAY",21,"BUS",43161,371,522
"72144","2019-09","WEEKDAY",10,"BUS",43161,1448,1446
"72146","2019-09","WEEKDAY",20,"BUS",43161,539,722
"72149","2019-09","WEEKDAY",9,"BUS",43161,1819,1695
"72150","2019-09","WEEKDAY",18,"BUS",43169,1360,3703
"72153","2019-09","WEEKDAY",16,"BUS",43169,850,1777
"72154","2019-09","WEEKDAY",22,"BUS",43169,322,998
"72157","2019-09","WEEKDAY",17,"BUS",43169,1094,2165
"72161","2019-09","WEEKDAY",8,"BUS",43169,1752,867
"72163","2019-09","WEEKDAY",7,"BUS",43169,1552,421
"72164","2019-09","WEEKDAY",6,"BUS",43169,1007,270
"72166","2019-09","WEEKDAY",12,"BUS",43169,1662,1015
"72168","2019-09","WEEKDAY",23,"BUS",43169,181,472
"72170","2019-09","WEEKDAY",14,"BUS",43169,935,1127
"72174","2019-09","WEEKDAY",19,"BUS",43169,1247,2546
"72176","2019-09","WEEKDAY",9,"BUS",43169,1989,718
"72178","2019-09","WEEKDAY",5,"BUS",43169,101,70
"72181","2019-09","WEEKDAY",21,"BUS",43169,609,1216
"72183","2019-09","WEEKDAY",10,"BUS",43169,1931,610
"72184","2019-09","WEEKDAY",15,"BUS",43169,860,1249
"72187","2019-09","WEEKDAY",13,"BUS",43169,1624,1621
"72188","2019-09","WEEKDAY",11,"BUS",43169,1696,700
"72190","2019-09","WEEKDAY",20,"BUS",43169,745,1390
"72192","2019-09","WEEKDAY",0,"BUS",43171,54,493
"72195","2019-09","WEEKDAY",5,"BUS",43171,315,24
"72196","2019-09","WEEKDAY",21,"BUS",43171,535,2382
"72201","2019-09","WEEKDAY",10,"BUS",43171,1408,535
"72203","2019-09","WEEKDAY",14,"BUS",43171,1064,1223
"72204","2019-09","WEEKDAY",15,"BUS",43171,907,1532
"72206","2019-09","WEEKDAY",8,"BUS",43171,2996,566
"72209","2019-09","WEEKDAY",17,"BUS",43171,1463,2746
"72213","2019-09","WEEKDAY",6,"BUS",43171,2752,370
"72215","2019-09","WEEKDAY",12,"BUS",43171,1168,913
"72218","2019-09","WEEKDAY",11,"BUS",43171,1304,590
"72221","2019-09","WEEKDAY",18,"BUS",43171,1441,3913
"72223","2019-09","WEEKDAY",19,"BUS",43171,964,3656
"72224","2019-09","WEEKDAY",20,"BUS",43171,560,2557
"72226","2019-09","WEEKDAY",16,"BUS",43171,1084,1727
"72228","2019-09","WEEKDAY",9,"BUS",43171,1638,657
"72230","2019-09","WEEKDAY",22,"BUS",43171,380,2391
"72232","2019-09","WEEKDAY",23,"BUS",43171,209,1223
"72235","2019-09","WEEKDAY",13,"BUS",43171,1245,1305
"72237","2019-09","WEEKDAY",7,"BUS",43171,4443,730
"72238","2019-09","WEEKDAY",20,"BUS",43179,530,2058
"72241","2019-09","WEEKDAY",15,"BUS",43179,948,1519
"72243","2019-09","WEEKDAY",12,"BUS",43179,1375,1089
"72245","2019-09","WEEKDAY",14,"BUS",43179,1143,1197
"72246","2019-09","WEEKDAY",23,"BUS",43179,144,530
"72248","2019-09","WEEKDAY",13,"BUS",43179,1365,1304
"72251","2019-09","WEEKDAY",5,"BUS",43179,1127,15
"72252","2019-09","WEEKDAY",21,"BUS",43179,531,1861
"72254","2019-09","WEEKDAY",6,"BUS",43179,3593,492
"72256","2019-09","WEEKDAY",17,"BUS",43179,1099,2206
"72258","2019-09","WEEKDAY",22,"BUS",43179,238,1294
"72261","2019-09","WEEKDAY",11,"BUS",43179,1391,760
"72263","2019-09","WEEKDAY",7,"BUS",43179,6731,1003
"72266","2019-09","WEEKDAY",18,"BUS",43179,1293,3333
"72268","2019-09","WEEKDAY",10,"BUS",43179,1502,747
"72271","2019-09","WEEKDAY",9,"BUS",43179,2401,691
"72273","2019-09","WEEKDAY",8,"BUS",43179,5599,898
"72275","2019-09","WEEKDAY",19,"BUS",43179,913,2577
"72277","2019-09","WEEKDAY",16,"BUS",43179,1040,1819
"72280","2019-09","WEEKDAY",12,"BUS",43181,2190,1815
"72284","2019-09","WEEKDAY",22,"BUS",43181,1167,2861
"72286","2019-09","WEEKDAY",16,"BUS",43181,2457,3613
"72287","2019-09","WEEKDAY",0,"BUS",43181,83,496
"72290","2019-09","WEEKDAY",21,"BUS",43181,1371,3138
"72291","2019-09","WEEKDAY",6,"BUS",43181,4559,956
"72293","2019-09","WEEKDAY",15,"BUS",43181,2266,2586
"72295","2019-09","WEEKDAY",11,"BUS",43181,1693,1544
"72298","2019-09","WEEKDAY",8,"BUS",43181,3131,1827
"72299","2019-09","WEEKDAY",7,"BUS",43181,5113,1922
"72302","2019-09","WEEKDAY",18,"BUS",43181,4493,8901
"72304","2019-09","WEEKDAY",14,"BUS",43181,2029,2093
"72306","2019-09","WEEKDAY",19,"BUS",43181,3403,7337
"72310","2019-09","WEEKDAY",10,"BUS",43181,1816,1386
"72311","2019-09","WEEKDAY",13,"BUS",43181,4125,1959
"72313","2019-09","WEEKDAY",5,"BUS",43181,1043,94
"72316","2019-09","WEEKDAY",20,"BUS",43181,1939,3956
"72317","2019-09","WEEKDAY",23,"BUS",43181,577,1705
"72320","2019-09","WEEKDAY",9,"BUS",43181,1960,1450
"72321","2019-09","WEEKDAY",17,"BUS",43181,2982,5132
"72323","2019-09","WEEKDAY",18,"BUS",43189,3476,7123
"72325","2019-09","WEEKDAY",13,"BUS",43189,3408,2786
"72328","2019-09","WEEKDAY",7,"BUS",43189,11300,4171
"72329","2019-09","WEEKDAY",23,"BUS",43189,389,1011
"72331","2019-09","WEEKDAY",12,"BUS",43189,3354,2604
"72334","2019-09","WEEKDAY",21,"BUS",43189,1544,2818
"72336","2019-09","WEEKDAY",14,"BUS",43189,2750,2632
"72338","2019-09","WEEKDAY",5,"BUS",43189,1728,124
"72339","2019-09","WEEKDAY",11,"BUS",43189,3771,2405
"72342","2019-09","WEEKDAY",6,"BUS",43189,6648,2419
