Source,Target,Operator,ServiceNo,StopSequence
1121,1211,SBST,63,73
1211,1311,SBST,63,74
1311,80011,SBST,63,75
80011,80031,SBST,63,76
80031,80051,SBST,63,77
80051,80071,SBST,63,78
80071,80091,SBST,63,79
80091,81081,SBST,63,80
81081,81091,SBST,63,81
81091,70011,SBST,63,82
70011,70151,SBST,63,83
70151,70161,SBST,63,84
70161,70171,SBST,63,85
70171,70181,SBST,63,86
70181,70191,SBST,63,87
70191,70371,SBST,63,88
70371,71161,SBST,63,89
71161,71229,SBST,63,90
71229,71219,SBST,63,91
71219,71209,SBST,63,92
71209,71119,SBST,63,93
71119,71109,SBST,63,94
71109,71131,SBST,63,95
71131,71091,SBST,63,96
71091,72019,SBST,63,97
72019,83119,SBST,63,98
83119,83109,SBST,63,99
83109,82069,SBST,63,100
82069,82221,SBST,63,101
82221,82009,SBST,63,102
82009,82061,SBST,63M,1
82061,83101,SBST,63M,2
83101,83111,SBST,63M,3
83111,72011,SBST,63M,4
72011,71099,SBST,63M,5
71099,71139,SBST,63M,6
71139,71101,SBST,63M,7
71101,71111,SBST,63M,8
71111,71201,SBST,63M,9
71201,71211,SBST,63M,10
71211,71221,SBST,63M,11
71221,71169,SBST,63M,12
71169,70379,SBST,63M,13
70379,70201,SBST,63M,14
70201,70211,SBST,63M,15
70211,70221,SBST,63M,16
70221,70171,SBST,63M,17
70171,70181,SBST,63M,18
70181,70191,SBST,63M,19
70191,70371,SBST,63M,20
70371,71161,SBST,63M,21
71161,71229,SBST,63M,22
71229,71219,SBST,63M,23
71219,71209,SBST,63M,24
71209,71119,SBST,63M,25
71119,71109,SBST,63M,26
71109,71131,SBST,63M,27
71131,71091,SBST,63M,28
71091,72019,SBST,63M,29
72019,83119,SBST,63M,30
83119,83109,SBST,63M,31
83109,82069,SBST,63M,32
82069,82221,SBST,63M,33
82221,82009,SBST,63M,34
80289,80249,SBST,64,1
80249,80231,SBST,64,2
80231,81091,SBST,64,3
81091,70011,SBST,64,4
70011,70021,SBST,64,5
70021,70031,SBST,64,6
70031,70119,SBST,64,7
70119,70109,SBST,64,8
70109,60219,SBST,64,9
60219,60179,SBST,64,10
60179,60159,SBST,64,11
60159,60139,SBST,64,12
60139,60119,SBST,64,13
60119,60099,SBST,64,14
60099,7329,SBST,64,15
7329,7319,SBST,64,16
7319,7419,SBST,64,17
7419,7529,SBST,64,18
7529,7517,SBST,64,19
7517,4029,SBST,64,20
4029,8041,SBST,64,21
8041,8019,SBST,64,22
8019,4329,SBST,64,24
4329,6161,SBST,64,25
6161,6151,SBST,64,26
6151,6141,SBST,64,27
6141,10221,SBST,64,28
10221,10231,SBST,64,29
10231,10389,SBST,64,30
10389,10171,SBST,64,31
10171,10181,SBST,64,32
10181,10191,SBST,64,33
10191,10201,SBST,64,34
10201,10281,SBST,64,35
10281,10291,SBST,64,36
10291,11541,SBST,64,37
11541,11551,SBST,64,38
11551,11561,SBST,64,39
11561,11579,SBST,64,40
11579,11589,SBST,64,41
11589,11599,SBST,64,42
11599,11609,SBST,64,43
11609,11029,SBST,64,44
11029,11521,SBST,64,45
11521,11531,SBST,64,46
11531,10299,SBST,64,47
10299,10209,SBST,64,48
10209,10199,SBST,64,49
10199,10189,SBST,64,50
10189,10179,SBST,64,51
10179,10381,SBST,64,52
10381,10239,SBST,64,53
10239,10229,SBST,64,54
10229,6149,SBST,64,55
6149,6159,SBST,64,56
6159,6169,SBST,64,57
6169,4321,SBST,64,58
4321,4311,SBST,64,59
4311,8011,SBST,64,60
8011,8058,SBST,64,61
8058,8079,SBST,64,62
8079,7011,SBST,64,63
7011,7021,SBST,64,64
7021,7031,SBST,64,65
7031,7111,SBST,64,66
7111,7211,SBST,64,67
7211,7221,SBST,64,68
7221,60101,SBST,64,69
60101,60121,SBST,64,70
60121,60141,SBST,64,71
60141,60161,SBST,64,72
60161,60211,SBST,64,73
60211,70101,SBST,64,74
70101,70111,SBST,64,75
70111,70039,SBST,64,76
70039,70029,SBST,64,77
70029,70019,SBST,64,78
70019,80239,SBST,64,79
80239,80229,SBST,64,80
80229,80289,SBST,64,81
75009,76059,SBST,65,1
76059,76069,SBST,65,2
76069,75059,SBST,65,3
75059,75069,SBST,65,4
75069,75349,SBST,65,5
75349,84609,SBST,65,6
84609,84639,SBST,65,7
84639,84619,SBST,65,8
84619,84629,SBST,65,9
84629,84479,SBST,65,10
84479,84469,SBST,65,11
84469,84481,SBST,65,12
84481,84491,SBST,65,13
84491,72079,SBST,65,14
72079,72069,SBST,65,15
72069,72029,SBST,65,16
72029,71099,SBST,65,17
71099,71139,SBST,65,18
71139,71129,SBST,65,19
71129,71149,SBST,65,20
71149,71159,SBST,65,21
71159,71169,SBST,65,22
71169,70379,SBST,65,23
70379,70201,SBST,65,24
70201,70211,SBST,65,25
70211,70221,SBST,65,26
70221,70231,SBST,65,27
70231,70241,SBST,65,28
70241,70021,SBST,65,29
70021,70031,SBST,65,30
70031,70119,SBST,65,31
70119,70109,SBST,65,32
70109,60219,SBST,65,33
60219,60179,SBST,65,34
60179,60159,SBST,65,35
60159,60139,SBST,65,36
60139,60119,SBST,65,37
60119,60099,SBST,65,38
60099,7329,SBST,65,39
7329,7319,SBST,65,40
7319,7419,SBST,65,41
7419,7529,SBST,65,42
7529,7517,SBST,65,43
7517,4029,SBST,65,44
4029,8041,SBST,65,45
8041,8031,SBST,65,46
8031,8111,SBST,65,47
8111,8121,SBST,65,48
8121,9059,SBST,65,49
9059,9022,SBST,65,50
9022,13199,SBST,65,51
13199,13159,SBST,65,52
13159,13069,SBST,65,53
13069,13059,SBST,65,54
13059,10519,SBST,65,55
10519,10389,SBST,65,56
10389,10379,SBST,65,57
10379,10369,SBST,65,58
10369,14039,SBST,65,59
14039,14029,SBST,65,60
14029,14019,SBST,65,61
14019,14141,SBST,65,62
14141,14009,SBST,65,63
14009,14129,SBST,65,1
14129,14119,SBST,65,2
14119,14011,SBST,65,3
14011,14021,SBST,65,4
14021,14379,SBST,65,5
14379,14031,SBST,65,6
14031,10361,SBST,65,7
10361,10371,SBST,65,8
10371,10381,SBST,65,9
10381,13051,SBST,65,10
13051,13063,SBST,65,11
13063,13141,SBST,65,12
13141,13191,SBST,65,13
13191,9048,SBST,65,14
9048,9038,SBST,65,15
9038,8138,SBST,65,16
8138,8058,SBST,65,17
8058,8079,SBST,65,18
8079,7011,SBST,65,19
7011,7021,SBST,65,20
7021,7031,SBST,65,21
7031,7111,SBST,65,22
7111,7211,SBST,65,23
7211,7221,SBST,65,24
7221,60101,SBST,65,25
60101,60121,SBST,65,26
60121,60141,SBST,65,27
60141,60161,SBST,65,28
60161,60211,SBST,65,29
60211,70101,SBST,65,30
70101,70111,SBST,65,31
70111,70039,SBST,65,32
70039,70151,SBST,65,33
70151,70161,SBST,65,34
70161,70171,SBST,65,35
70171,70181,SBST,65,36
70181,70191,SBST,65,37
70191,70371,SBST,65,38
70371,71161,SBST,65,39
71161,71151,SBST,65,40
71151,71141,SBST,65,41
71141,71121,SBST,65,42
71121,71131,SBST,65,43
71131,71091,SBST,65,44
71091,72021,SBST,65,45
72021,72061,SBST,65,46
72061,72071,SBST,65,47
72071,84499,SBST,65,48
84499,84489,SBST,65,49
84489,84461,SBST,65,50
84461,84471,SBST,65,51
84471,84621,SBST,65,52
84621,84611,SBST,65,53
84611,84631,SBST,65,54
84631,84601,SBST,65,55
84601,75341,SBST,65,56
75341,75061,SBST,65,57
75061,75051,SBST,65,58
75051,76061,SBST,65,59
76061,76051,SBST,65,60
76051,75009,SBST,65,61
43811,43821,SMRT,653,1
43821,43279,SMRT,653,2
43279,43268,SMRT,653,3
43268,43259,SMRT,653,4
43259,43249,SMRT,653,5
43249,43239,SMRT,653,6
43239,43449,SMRT,653,7
43449,43439,SMRT,653,8
43439,43429,SMRT,653,9
43429,43179,SMRT,653,10
43179,43189,SMRT,653,11
43189,43619,SMRT,653,12
43619,43629,SMRT,653,13
43629,42319,SMRT,653,14
42319,3241,SMRT,653,15
3241,3111,SMRT,653,20
3111,3071,SMRT,653,21
3071,3381,SMRT,653,22
3381,3391,SMRT,653,23
3391,3539,SMRT,653,24
3539,3529,SMRT,653,1
3529,3129,SMRT,653,2
3129,3218,SMRT,653,3
3218,42311,SMRT,653,4
42311,43621,SMRT,653,9
43621,43611,SMRT,653,10
43611,43181,SMRT,653,11
43181,43171,SMRT,653,12
43171,43421,SMRT,653,13
43421,43431,SMRT,653,14
43431,43441,SMRT,653,15
43441,43231,SMRT,653,16
43231,43241,SMRT,653,17
43241,43251,SMRT,653,18
43251,43811,SMRT,653,19
43811,43821,SMRT,653,20
43821,43279,SMRT,653,21
43279,43268,SMRT,653,22
67319,67429,SBST,654,1
67429,67439,SBST,654,2
67439,67259,SBST,654,3
67259,67231,SBST,654,4
67231,67221,SBST,654,5
67221,67131,SBST,654,6
67131,67141,SBST,654,7
67141,67151,SBST,654,8
67151,3539,SBST,654,9
3539,3529,SBST,654,10
3529,3129,SBST,654,11
3129,3218,SBST,654,12
3218,3241,SBST,654,13
3241,3111,SBST,654,1
3111,3071,SBST,654,2
3071,3381,SBST,654,3
3381,3391,SBST,654,4
3391,67159,SBST,654,5
67159,67139,SBST,654,6
67139,67229,SBST,654,7
67229,67239,SBST,654,8
67239,67251,SBST,654,9
67251,67431,SBST,654,10
67431,67421,SBST,654,11
67421,67311,SBST,654,12
20129,20239,SBST,655,1
20239,20219,SBST,655,2
20219,20209,SBST,655,3
20209,20181,SBST,655,4
20181,20191,SBST,655,5
20191,20149,SBST,655,6
20149,20139,SBST,655,7
20139,20289,SBST,655,8
20289,20299,SBST,655,9
20299,17079,SBST,655,10
17079,17069,SBST,655,11
17069,17049,SBST,655,12
17049,17039,SBST,655,13
17039,17389,SBST,655,14
17389,17029,SBST,655,15
17029,17019,SBST,655,16
17019,3241,SBST,655,17
3241,3111,SBST,655,18
3111,3071,SBST,655,19
3071,3381,SBST,655,20
3381,3391,SBST,655,21
3391,3539,SBST,655,22
3539,3529,SBST,655,1
3529,3129,SBST,655,2
3129,3218,SBST,655,3
3218,17011,SBST,655,4
17011,17021,SBST,655,5
17021,17381,SBST,655,6
17381,17031,SBST,655,7
17031,17041,SBST,655,8
17041,17061,SBST,655,9
17061,17071,SBST,655,10
17071,20291,SBST,655,11
20291,20281,SBST,655,12
20281,20131,SBST,655,13
20131,20141,SBST,655,14
20141,20199,SBST,655,15
20199,20189,SBST,655,16
20189,20201,SBST,655,17
20201,20211,SBST,655,18
20211,20231,SBST,655,19
20231,20121,SBST,655,20
58121,58401,SMRT,656,1
58401,58411,SMRT,656,2
58411,58341,SMRT,656,3
58341,58311,SMRT,656,4
58311,58251,SMRT,656,5
58251,58291,SMRT,656,6
58291,58391,SMRT,656,7
58391,8057,SMRT,656,8
8057,8069,SMRT,656,14
8069,4179,SMRT,656,15
4179,2049,SMRT,656,16
2049,2119,SMRT,656,17
2119,3019,SMRT,656,18
3019,3059,SMRT,656,19
3059,3129,SMRT,656,20
3129,3218,SMRT,656,21
3218,3241,SMRT,656,22
3241,3111,SMRT,656,1
3111,3071,SMRT,656,2
3071,3031,SMRT,656,3
3031,3011,SMRT,656,4
3011,2111,SMRT,656,5
2111,4111,SMRT,656,6
4111,4121,SMRT,656,7
4121,8041,SMRT,656,8
8041,8031,SMRT,656,9
8031,58399,SMRT,656,10
58399,58299,SMRT,656,16
58299,58259,SMRT,656,17
58259,58319,SMRT,656,18
58319,58349,SMRT,656,19
58349,58419,SMRT,656,20
58419,58409,SMRT,656,21
58409,58129,SMRT,656,22
28539,28409,SMRT,657,1
28409,28529,SMRT,657,2
28529,28519,SMRT,657,3
28519,28509,SMRT,657,4
28509,28499,SMRT,657,5
28499,28469,SMRT,657,6
28469,28459,SMRT,657,7
28459,28339,SMRT,657,8
28339,28329,SMRT,657,9
28329,28631,SMRT,657,10
28631,28641,SMRT,657,11
28641,28651,SMRT,657,12
28651,3241,SMRT,657,13
3241,3111,SMRT,657,17
3111,3071,SMRT,657,18
3071,3381,SMRT,657,19
3381,3391,SMRT,657,20
3391,3539,SMRT,657,21
3539,3529,SMRT,657,1
3529,3129,SMRT,657,2
3129,3218,SMRT,657,3
3218,28659,SMRT,657,4
28659,28649,SMRT,657,8
28649,28639,SMRT,657,9
28639,28321,SMRT,657,10
28321,28331,SMRT,657,11
28331,28451,SMRT,657,12
28451,28461,SMRT,657,13
28461,28491,SMRT,657,14
28491,28501,SMRT,657,15
28501,28511,SMRT,657,16
28511,28521,SMRT,657,17
28521,28401,SMRT,657,18
28401,28531,SMRT,657,19
84009,84359,TTS,66,1
84359,84211,TTS,66,2
84211,84521,TTS,66,3
84521,84201,TTS,66,4
84201,84609,TTS,66,5
84609,84639,TTS,66,6
84639,84619,TTS,66,7
84619,84629,TTS,66,8
84629,84479,TTS,66,9
84479,84469,TTS,66,10
84469,84481,TTS,66,11
84481,84491,TTS,66,12
84491,72079,TTS,66,13
72079,72069,TTS,66,14
72069,72029,TTS,66,15
72029,71099,TTS,66,16
71099,71139,TTS,66,17
71139,71129,TTS,66,18
71129,71149,TTS,66,19
71149,71159,TTS,66,20
71159,71169,TTS,66,21
71169,70379,TTS,66,22
70379,70201,TTS,66,23
70201,70211,TTS,66,24
70211,70221,TTS,66,25
70221,70231,TTS,66,26
70231,70241,TTS,66,27
70241,70021,TTS,66,28
70021,70031,TTS,66,29
70031,70119,TTS,66,30
70119,70109,TTS,66,31
70109,60219,TTS,66,32
60219,60179,TTS,66,33
60179,60159,TTS,66,34
60159,60139,TTS,66,35
60139,60119,TTS,66,36
60119,60099,TTS,66,37
60099,7329,TTS,66,38
7329,7319,TTS,66,39
7319,7419,TTS,66,40
7419,7531,TTS,66,41
7531,40011,TTS,66,42
40011,40271,TTS,66,43
40271,40021,TTS,66,44
40021,40031,TTS,66,45
40031,40041,TTS,66,46
40041,40051,TTS,66,47
40051,40111,TTS,66,48
40111,40071,TTS,66,49
40071,40081,TTS,66,50
40081,40091,TTS,66,51
40091,41011,TTS,66,52
41011,41021,TTS,66,53
41021,41031,TTS,66,54
41031,41041,TTS,66,55
41041,41051,TTS,66,56
41051,41061,TTS,66,57
41061,41071,TTS,66,58
41071,41081,TTS,66,59
41081,42011,TTS,66,60
42011,42021,TTS,66,61
42021,42031,TTS,66,62
42031,42041,TTS,66,63
42041,42051,TTS,66,64
42051,42061,TTS,66,65
42061,42071,TTS,66,66
42071,42151,TTS,66,67
42151,42161,TTS,66,68
42161,42171,TTS,66,69
42171,42181,TTS,66,70
42181,42191,TTS,66,71
42191,43201,TTS,66,72
43201,43191,TTS,66,73
43191,43149,TTS,66,74
43149,43591,TTS,66,75
43591,43511,TTS,66,76
43511,43379,TTS,66,77
43379,43369,TTS,66,78
43369,43359,TTS,66,79
43359,43453,TTS,66,80
43453,28299,TTS,66,81
28299,28289,TTS,66,82
28289,28279,TTS,66,83
28279,28269,TTS,66,84
28269,28259,TTS,66,85
28259,28439,TTS,66,86
28439,28009,TTS,66,87
28009,28301,TTS,66,1
28301,28431,TTS,66,2
28431,28251,TTS,66,3
28251,28261,TTS,66,4
28261,28271,TTS,66,5
28271,28281,TTS,66,6
28281,28291,TTS,66,7
28291,43459,TTS,66,8
43459,43351,TTS,66,9
43351,43361,TTS,66,10
43361,43371,TTS,66,11
43371,43519,TTS,66,12
43519,43599,TTS,66,13
43599,43141,TTS,66,14
43141,43199,TTS,66,15
43199,43209,TTS,66,16
43209,42199,TTS,66,17
42199,42189,TTS,66,18
42189,42179,TTS,66,19
42179,42169,TTS,66,20
42169,42159,TTS,66,21
42159,42259,TTS,66,22
42259,42089,TTS,66,23
42089,42059,TTS,66,24
42059,42049,TTS,66,25
42049,42039,TTS,66,26
42039,42029,TTS,66,27
42029,42019,TTS,66,28
42019,41089,TTS,66,29
41089,41079,TTS,66,30
41079,41069,TTS,66,31
41069,41049,TTS,66,32
41049,41029,TTS,66,33
41029,41019,TTS,66,34
41019,40099,TTS,66,35
40099,40089,TTS,66,36
40089,40079,TTS,66,37
40079,40119,TTS,66,38
40119,40069,TTS,66,39
40069,40059,TTS,66,40
40059,40049,TTS,66,41
40049,40039,TTS,66,42
40039,40029,TTS,66,43
40029,40279,TTS,66,44
40279,40019,TTS,66,45
40019,7031,TTS,66,46
7031,7111,TTS,66,47
7111,7211,TTS,66,48
7211,7221,TTS,66,49
7221,60101,TTS,66,50
60101,60121,TTS,66,51
60121,60141,TTS,66,52
60141,60161,TTS,66,53
60161,60211,TTS,66,54
60211,70101,TTS,66,55
70101,70111,TTS,66,56
70111,70039,TTS,66,57
70039,70151,TTS,66,58
70151,70161,TTS,66,59
70161,70171,TTS,66,60
70171,70181,TTS,66,61
70181,70191,TTS,66,62
70191,70371,TTS,66,63
70371,71161,TTS,66,64
71161,71151,TTS,66,65
71151,71141,TTS,66,66
71141,71121,TTS,66,67
71121,71131,TTS,66,68
71131,71091,TTS,66,69
71091,72021,TTS,66,70
72021,72061,TTS,66,71
72061,72071,TTS,66,72
72071,84499,TTS,66,73
84499,84489,TTS,66,74
84489,84461,TTS,66,75
84461,84471,TTS,66,76
84471,84621,TTS,66,77
84621,84611,TTS,66,78
84611,84631,TTS,66,79
84631,84601,TTS,66,80
84601,84209,TTS,66,81
84209,84529,TTS,66,82
84529,84219,TTS,66,83
84219,84351,TTS,66,84
84351,84009,TTS,66,85
66481,64251,SBST,660,1
64251,64609,SBST,660,2
64609,64419,SBST,660,3
64419,63379,SBST,660,4
63379,63389,SBST,660,5
63389,63399,SBST,660,6
63399,66339,SBST,660,7
66339,8057,SBST,660,8
8057,8069,SBST,660,9
8069,4179,SBST,660,10
4179,2049,SBST,660,11
2049,2119,SBST,660,12
2119,3019,SBST,660,13
3019,3059,SBST,660,14
3059,3129,SBST,660,15
3129,3218,SBST,660,16
3218,3241,SBST,660,17
3241,3111,SBST,660,1
3111,3071,SBST,660,2
3071,3031,SBST,660,3
3031,3011,SBST,660,4
3011,2111,SBST,660,5
2111,4111,SBST,660,6
4111,4121,SBST,660,7
4121,8041,SBST,660,8
8041,8031,SBST,660,9
8031,66331,SBST,660,10
66331,63391,SBST,660,11
63391,63381,SBST,660,12
63381,63371,SBST,660,13
63371,64411,SBST,660,14
64411,64601,SBST,660,15
64601,64259,SBST,660,16
64259,64091,SBST,660,17
64091,66489,SBST,660,18
78111,78081,GAS,661,1
78081,78071,GAS,661,2
78071,78171,GAS,661,3
78171,78181,GAS,661,4
78181,78191,GAS,661,5
78191,98099,GAS,661,6
98099,98019,GAS,661,7
98019,3241,GAS,661,8
3241,3111,GAS,661,13
3111,3071,GAS,661,14
3071,3381,GAS,661,15
3381,3391,GAS,661,16
3391,3539,GAS,661,17
3539,3529,GAS,661,1
3529,3129,GAS,661,2
3129,3218,GAS,661,3
3218,98011,GAS,661,4
98011,98091,GAS,661,9
98091,78199,GAS,661,10
78199,78189,GAS,661,11
78189,78179,GAS,661,12
78179,78079,GAS,661,13
78079,78089,GAS,661,14
78089,78119,GAS,661,15
59591,59601,TTS,663,1
59601,59649,TTS,663,2
59649,59399,TTS,663,3
59399,59409,TTS,663,4
59409,59419,TTS,663,5
59419,59459,TTS,663,6
59459,59709,TTS,663,7
59709,59349,TTS,663,8
59349,59059,TTS,663,9
59059,59039,TTS,663,10
59039,8057,TTS,663,11
8057,8069,TTS,663,12
8069,4179,TTS,663,13
4179,2049,TTS,663,14
2049,2119,TTS,663,15
2119,3019,TTS,663,16
3019,3059,TTS,663,17
3059,3129,TTS,663,18
3129,3218,TTS,663,19
3218,3241,TTS,663,20
3241,3111,TTS,663,1
3111,3071,TTS,663,2
3071,3031,TTS,663,3
3031,3011,TTS,663,4
3011,2111,TTS,663,5
2111,4111,TTS,663,6
4111,4121,TTS,663,7
4121,8041,TTS,663,8
8041,8031,TTS,663,9
8031,59031,TTS,663,10
59031,59051,TTS,663,11
59051,59341,TTS,663,12
59341,59701,TTS,663,13
59701,59651,TTS,663,14
59651,59451,TTS,663,15
59451,59411,TTS,663,16
59411,59401,TTS,663,17
59401,59391,TTS,663,18
59391,59641,TTS,663,19
59641,59609,TTS,663,20
59609,59599,TTS,663,21
46141,46151,TTS,665,1
46151,46161,TTS,665,2
46161,46171,TTS,665,3
46171,46241,TTS,665,4
46241,46191,TTS,665,5
46191,46299,TTS,665,6
46299,46641,TTS,665,7
46641,47581,TTS,665,8
47581,46651,TTS,665,9
46651,46961,TTS,665,10
46961,46981,TTS,665,11
46981,46991,TTS,665,12
46991,8057,TTS,665,13
8057,8069,TTS,665,14
8069,4179,TTS,665,15
4179,2049,TTS,665,16
2049,2119,TTS,665,17
2119,3019,TTS,665,18
3019,3059,TTS,665,19
3059,3129,TTS,665,20
3129,3218,TTS,665,21
3218,3241,TTS,665,22
3241,3111,TTS,665,1
3111,3071,TTS,665,2
3071,3031,TTS,665,3
3031,3011,TTS,665,4
3011,2111,TTS,665,5
2111,4111,TTS,665,6
4111,4121,TTS,665,7
4121,8041,TTS,665,8
8041,8031,TTS,665,9
8031,46999,TTS,665,10
46999,46989,TTS,665,11
46989,46969,TTS,665,12
46969,46659,TTS,665,13
46659,47589,TTS,665,14
47589,46649,TTS,665,15
46649,46291,TTS,665,16
46291,46199,TTS,665,17
46199,46249,TTS,665,18
46249,46179,TTS,665,19
46179,46169,TTS,665,20
46169,46159,TTS,665,21
46159,46149,TTS,665,22
84009,84359,TTS,66A,1
84359,84211,TTS,66A,2
84211,84521,TTS,66A,3
84521,84201,TTS,66A,4
84201,84609,TTS,66A,5
84609,84639,TTS,66A,6
84639,84619,TTS,66A,7
84619,84629,TTS,66A,8
84629,84479,TTS,66A,9
84479,84469,TTS,66A,10
84469,84481,TTS,66A,11
84481,84491,TTS,66A,12
84491,72079,TTS,66A,13
72079,72069,TTS,66A,14
72069,72029,TTS,66A,15
72029,71099,TTS,66A,16
71099,71139,TTS,66A,17
71139,71129,TTS,66A,18
71129,71149,TTS,66A,19
71149,71159,TTS,66A,20
71159,71169,TTS,66A,21
71169,70379,TTS,66A,22
70379,70201,TTS,66A,23
70201,70211,TTS,66A,24
70211,70221,TTS,66A,25
70221,70231,TTS,66A,26
70231,70241,TTS,66A,27
70241,70021,TTS,66A,28
70021,70031,TTS,66A,29
70031,70119,TTS,66A,30
70119,70109,TTS,66A,31
70109,60219,TTS,66A,32
60219,60179,TTS,66A,33
60179,60159,TTS,66A,34
60159,60139,TTS,66A,35
60139,60119,TTS,66A,36
60119,60099,TTS,66A,37
60099,7329,TTS,66A,38
7329,7319,TTS,66A,39
7319,7419,TTS,66A,40
7419,7531,TTS,66A,41
7531,40011,TTS,66A,42
60139,60119,TTS,66B,1
60119,60099,TTS,66B,2
60099,7329,TTS,66B,3
7329,7319,TTS,66B,4
7319,7419,TTS,66B,5
7419,7531,TTS,66B,6
7531,40011,TTS,66B,7
40011,40271,TTS,66B,8
40271,40021,TTS,66B,9
40021,40031,TTS,66B,10
40031,40041,TTS,66B,11
40041,40051,TTS,66B,12
40051,40111,TTS,66B,13
40111,40071,TTS,66B,14
40071,40081,TTS,66B,15
40081,40091,TTS,66B,16
40091,41011,TTS,66B,17
41011,41021,TTS,66B,18
41021,41031,TTS,66B,19
41031,41041,TTS,66B,20
41041,41051,TTS,66B,21
41051,41061,TTS,66B,22
41061,41071,TTS,66B,23
41071,41081,TTS,66B,24
41081,42011,TTS,66B,25
42011,42021,TTS,66B,26
42021,42031,TTS,66B,27
42031,42041,TTS,66B,28
42041,42051,TTS,66B,29
42051,42061,TTS,66B,30
42061,42071,TTS,66B,31
42071,42151,TTS,66B,32
42151,42161,TTS,66B,33
42161,42171,TTS,66B,34
42171,42181,TTS,66B,35
42181,42191,TTS,66B,36
42191,43201,TTS,66B,37
43201,43191,TTS,66B,38
43191,43149,TTS,66B,39
43149,43591,TTS,66B,40
43591,43511,TTS,66B,41
43511,43379,TTS,66B,42
43379,43369,TTS,66B,43
43369,43359,TTS,66B,44
43359,43453,TTS,66B,45
43453,28299,TTS,66B,46
28299,28289,TTS,66B,47
28289,28279,TTS,66B,48
28279,28269,TTS,66B,49
28269,28259,TTS,66B,50
28259,28439,TTS,66B,51
28439,28009,TTS,66B,52
28009,28301,TTS,66B,1
28301,28431,TTS,66B,2
28431,28251,TTS,66B,3
28251,28261,TTS,66B,4
28261,28271,TTS,66B,5
28271,28281,TTS,66B,6
28281,28291,TTS,66B,7
28291,43459,TTS,66B,8
43459,43351,TTS,66B,9
43351,43361,TTS,66B,10
43361,43371,TTS,66B,11
43371,43519,TTS,66B,12
43519,43599,TTS,66B,13
43599,43141,TTS,66B,14
43141,43199,TTS,66B,15
43199,43209,TTS,66B,16
43209,42199,TTS,66B,17
42199,42189,TTS,66B,18
42189,42179,TTS,66B,19
42179,42169,TTS,66B,20
42169,42159,TTS,66B,21
42159,42259,TTS,66B,22
42259,42089,TTS,66B,23
42089,42059,TTS,66B,24
42059,42049,TTS,66B,25
42049,42039,TTS,66B,26
42039,42029,TTS,66B,27
42029,42019,TTS,66B,28
42019,41089,TTS,66B,29
41089,41079,TTS,66B,30
41079,41069,TTS,66B,31
41069,41049,TTS,66B,32
41049,41029,TTS,66B,33
41029,41019,TTS,66B,34
41019,40099,TTS,66B,35
40099,40089,TTS,66B,36
40089,40079,TTS,66B,37
40079,40119,TTS,66B,38
40119,40069,TTS,66B,39
40069,40059,TTS,66B,40
40059,40049,TTS,66B,41
40049,40039,TTS,66B,42
40039,40029,TTS,66B,43
40029,40279,TTS,66B,44
40279,40019,TTS,66B,45
40019,7031,TTS,66B,46
44009,44461,SMRT,67,1
44461,44451,SMRT,67,3
44451,44441,SMRT,67,4
44441,44121,SMRT,67,5
44121,44131,SMRT,67,6
44131,44141,SMRT,67,7
44141,44029,SMRT,67,8
44029,44019,SMRT,67,9
44019,43119,SMRT,67,10
43119,43109,SMRT,67,11
43109,43099,SMRT,67,12
43099,43089,SMRT,67,13
43089,43069,SMRT,67,14
43069,43059,SMRT,67,15
43059,43049,SMRT,67,16
43049,43029,SMRT,67,17
43029,43019,SMRT,67,18
43019,42119,SMRT,67,19
42119,42109,SMRT,67,20
42109,42089,SMRT,67,21
42089,42059,SMRT,67,22
42059,42049,SMRT,67,23
42049,42039,SMRT,67,24
42039,42029,SMRT,67,25
42029,42019,SMRT,67,26
42019,41089,SMRT,67,27
41089,41079,SMRT,67,28
41079,41069,SMRT,67,29
41069,41049,SMRT,67,30
41049,41029,SMRT,67,31
41029,41019,SMRT,67,32
41019,40099,SMRT,67,33
40099,40089,SMRT,67,34
40089,40079,SMRT,67,35
40079,40119,SMRT,67,36
40119,40069,SMRT,67,37
40069,40059,SMRT,67,38
40059,40049,SMRT,67,39
40049,40039,SMRT,67,40
40039,40029,SMRT,67,41
40029,40279,SMRT,67,42
40279,40019,SMRT,67,43
40019,7031,SMRT,67,44
7031,7111,SMRT,67,45
7111,7211,SMRT,67,46
7211,7249,SMRT,67,47
7249,7359,SMRT,67,48
7359,7369,SMRT,67,49
7369,7379,SMRT,67,50
7379,80011,SMRT,67,51
80011,80031,SMRT,67,52
80031,80051,SMRT,67,53
80051,80071,SMRT,67,54
80071,80091,SMRT,67,55
80091,81011,SMRT,67,56
81011,81031,SMRT,67,57
81031,81051,SMRT,67,58
81051,82011,SMRT,67,59
82011,82032,SMRT,67,60
82032,82061,SMRT,67,61
82061,83011,SMRT,67,62
83011,83031,SMRT,67,63
83031,83062,SMRT,67,64
83062,83081,SMRT,67,65
83081,84011,SMRT,67,66
84011,84021,SMRT,67,67
84021,84031,SMRT,67,68
84031,84041,SMRT,67,69
84041,84191,SMRT,67,70
84191,84211,SMRT,67,71
84211,84521,SMRT,67,72
84521,84201,SMRT,67,73
84201,75341,SMRT,67,74
75341,75061,SMRT,67,75
75061,75051,SMRT,67,76
