Source,Target,Operator,ServiceNo,StopSequence
93031,93041,SBST,55,42
93041,93139,SBST,55,43
93139,94011,SBST,55,44
94011,94021,SBST,55,45
94021,94031,SBST,55,46
94031,94041,SBST,55,47
94041,94051,SBST,55,48
94051,94061,SBST,55,49
94061,94009,SBST,55,50
94009,94069,SBST,55,1
94069,94059,SBST,55,2
94059,94049,SBST,55,3
94049,94089,SBST,55,4
94089,94039,SBST,55,5
94039,94029,SBST,55,6
94029,94019,SBST,55,7
94019,93131,SBST,55,8
93131,93049,SBST,55,9
93049,93039,SBST,55,10
93039,93201,SBST,55,11
93201,93029,SBST,55,12
93029,93019,SBST,55,13
93019,92089,SBST,55,14
92089,92079,SBST,55,15
92079,92271,SBST,55,16
92271,83301,SBST,55,17
83301,83311,SBST,55,18
83311,83291,SBST,55,19
83291,83101,SBST,55,20
83101,83111,SBST,55,21
83111,72011,SBST,55,22
72011,71099,SBST,55,23
71099,71089,SBST,55,24
71089,71079,SBST,55,25
71079,71069,SBST,55,26
71069,71059,SBST,55,27
71059,62249,SBST,55,28
62249,62239,SBST,55,29
62239,63109,SBST,55,30
63109,63099,SBST,55,31
63099,63089,SBST,55,32
63089,63079,SBST,55,33
63079,63241,SBST,55,34
63241,63349,SBST,55,35
63349,63339,SBST,55,36
63339,63329,SBST,55,37
63329,63319,SBST,55,38
63319,66109,SBST,55,39
66109,66339,SBST,55,40
66339,66349,SBST,55,41
66349,54309,SBST,55,42
54309,54299,SBST,55,43
54299,54389,SBST,55,44
54389,54379,SBST,55,45
54379,54609,SBST,55,46
54609,54531,SBST,55,47
54531,53241,SBST,55,48
53241,53231,SBST,55,49
53231,53229,SBST,55,50
53229,53009,SBST,55,51
53009,53221,SBST,55B,1
53221,53239,SBST,55B,2
53239,53249,SBST,55B,3
53249,54539,SBST,55B,4
54539,54601,SBST,55B,5
54601,54371,SBST,55B,6
54371,54381,SBST,55B,7
53009,53279,SBST,56,1
53279,53289,SBST,56,2
53289,53251,SBST,56,3
53251,53221,SBST,56,4
53221,53211,SBST,56,5
53211,52021,SBST,56,6
52021,52031,SBST,56,7
52031,52361,SBST,56,8
52361,52279,SBST,56,9
52279,52239,SBST,56,10
52239,52189,SBST,56,11
52189,52079,SBST,56,12
52079,50059,SBST,56,13
50059,50049,SBST,56,14
50049,50038,SBST,56,15
50038,50029,SBST,56,16
50029,50019,SBST,56,17
50019,40109,SBST,56,18
40109,40019,SBST,56,19
40019,7539,SBST,56,20
7539,7518,SBST,56,21
7518,7569,SBST,56,22
7569,1639,SBST,56,23
1639,1619,SBST,56,24
1619,2089,SBST,56,25
2089,2099,SBST,56,26
2099,2101,SBST,56,1
2101,2051,SBST,56,2
2051,2061,SBST,56,3
2061,1611,SBST,56,4
1611,1631,SBST,56,5
1631,7561,SBST,56,6
7561,7571,SBST,56,7
7571,7021,SBST,56,8
7021,40011,SBST,56,9
40011,40101,SBST,56,10
40101,50011,SBST,56,11
50011,50021,SBST,56,12
50021,50031,SBST,56,13
50031,50041,SBST,56,14
50041,50051,SBST,56,15
50051,51011,SBST,56,16
51011,52071,SBST,56,17
52071,52181,SBST,56,18
52181,52231,SBST,56,19
52231,52271,SBST,56,20
52271,52369,SBST,56,21
52369,52039,SBST,56,22
52039,53219,SBST,56,23
53219,53229,SBST,56,24
53229,53259,SBST,56,25
53259,53281,SBST,56,26
53281,53271,SBST,56,27
53271,53009,SBST,56,28
53009,53221,SBST,57,1
53221,53211,SBST,57,2
53211,52021,SBST,57,3
52021,52031,SBST,57,4
52031,52361,SBST,57,5
52361,52351,SBST,57,6
52351,52341,SBST,57,7
52341,52331,SBST,57,8
52331,52321,SBST,57,9
52321,52501,SBST,57,10
52501,52079,SBST,57,11
52079,50059,SBST,57,12
50059,50049,SBST,57,13
50049,50038,SBST,57,14
50038,50029,SBST,57,15
50029,50019,SBST,57,16
50019,40109,SBST,57,17
40109,40019,SBST,57,18
40019,7539,SBST,57,19
7539,7589,SBST,57,20
7589,1559,SBST,57,21
1559,1519,SBST,57,22
1519,1629,SBST,57,23
1629,1619,SBST,57,24
1619,2119,SBST,57,25
2119,3019,SBST,57,26
3019,3059,SBST,57,27
3059,3129,SBST,57,28
3129,3217,SBST,57,29
3217,5649,SBST,57,30
5649,14061,SBST,57,31
14061,14071,SBST,57,32
14071,14081,SBST,57,33
14081,14101,SBST,57,34
14101,14141,SBST,57,35
14141,14121,SBST,57,36
14121,14131,SBST,57,37
14131,14151,SBST,57,38
14151,14161,SBST,57,39
14161,14171,SBST,57,40
14171,15041,SBST,57,41
15041,15051,SBST,57,42
15051,14369,SBST,57,43
14369,14219,SBST,57,45
14219,14209,SBST,57,46
14209,14199,SBST,57,47
14199,10331,SBST,57,48
10331,10009,SBST,57,49
10009,10339,SBST,57,1
10339,14241,SBST,57,2
14241,14191,SBST,57,3
14191,14201,SBST,57,4
14201,14471,SBST,57,5
14471,14211,SBST,57,6
14211,18019,SBST,57,7
18019,15059,SBST,57,8
15059,15049,SBST,57,9
15049,14189,SBST,57,10
14189,14179,SBST,57,11
14179,14169,SBST,57,12
14169,14159,SBST,57,13
14159,14139,SBST,57,14
14139,14129,SBST,57,15
14129,14119,SBST,57,16
14119,14109,SBST,57,17
14109,14089,SBST,57,18
14089,14069,SBST,57,19
14069,5641,SBST,57,20
5641,3223,SBST,57,21
3223,3151,SBST,57,22
3151,3021,SBST,57,23
3021,3011,SBST,57,24
3011,2111,SBST,57,25
2111,1611,SBST,57,26
1611,1621,SBST,57,27
1621,1541,SBST,57,28
1541,7551,SBST,57,29
7551,7531,SBST,57,30
7531,40011,SBST,57,31
40011,40101,SBST,57,32
40101,50011,SBST,57,33
50011,50021,SBST,57,34
50021,50031,SBST,57,35
50031,50041,SBST,57,36
50041,50051,SBST,57,37
50051,51011,SBST,57,38
51011,52071,SBST,57,39
52071,52509,SBST,57,40
52509,52329,SBST,57,41
52329,52339,SBST,57,42
52339,52349,SBST,57,43
52349,52369,SBST,57,44
52369,52039,SBST,57,45
52039,53219,SBST,57,46
53219,53229,SBST,57,47
53229,53009,SBST,57,48
53009,53221,SBST,58,1
53221,53239,SBST,58,2
53239,53249,SBST,58,3
53249,54539,SBST,58,4
54539,54101,SBST,58,5
54101,66091,SBST,58,6
66091,66391,SBST,58,7
66391,66401,SBST,58,8
66401,66411,SBST,58,9
66411,66389,SBST,58,10
66389,62131,SBST,58,11
62131,62141,SBST,58,12
62141,62059,SBST,58,13
62059,62049,SBST,58,14
62049,62039,SBST,58,15
62039,62029,SBST,58,16
62029,62019,SBST,58,17
62019,70309,SBST,58,18
70309,70299,SBST,58,19
70299,70289,SBST,58,20
70289,70279,SBST,58,21
70279,70091,SBST,58,22
70091,70081,SBST,58,23
70081,70071,SBST,58,24
70071,71081,SBST,58,25
71081,72059,SBST,58,26
72059,72049,SBST,58,27
72049,72039,SBST,58,28
72039,84709,SBST,58,29
84709,84489,SBST,58,30
84489,75401,SBST,58,31
75401,75411,SBST,58,32
75411,75371,SBST,58,33
75371,75291,SBST,58,34
75291,75311,SBST,58,35
75311,75361,SBST,58,36
75361,75351,SBST,58,37
75351,77339,SBST,58,38
77339,77279,SBST,58,39
77279,77269,SBST,58,40
77269,77259,SBST,58,41
77259,77219,SBST,58,42
77219,77209,SBST,58,43
77209,77199,SBST,58,44
77199,77009,SBST,58,45
77009,77191,SBST,58,1
77191,77201,SBST,58,2
77201,77211,SBST,58,3
77211,77251,SBST,58,4
77251,77261,SBST,58,5
77261,77271,SBST,58,6
77271,77331,SBST,58,7
77331,75359,SBST,58,8
75359,75369,SBST,58,9
75369,75319,SBST,58,10
75319,75299,SBST,58,11
75299,75379,SBST,58,12
75379,75419,SBST,58,13
75419,75409,SBST,58,14
75409,84481,SBST,58,15
84481,84701,SBST,58,16
84701,72031,SBST,58,17
72031,72041,SBST,58,18
72041,72051,SBST,58,19
72051,71089,SBST,58,20
71089,70079,SBST,58,21
70079,70089,SBST,58,22
70089,70099,SBST,58,23
70099,70271,SBST,58,24
70271,70281,SBST,58,25
70281,70291,SBST,58,26
70291,70301,SBST,58,27
70301,62011,SBST,58,28
62011,62021,SBST,58,29
62021,62031,SBST,58,30
62031,62041,SBST,58,31
62041,62051,SBST,58,32
62051,62149,SBST,58,33
62149,62139,SBST,58,34
62139,66381,SBST,58,35
66381,66419,SBST,58,36
66419,66409,SBST,58,37
66409,66399,SBST,58,38
66399,66099,SBST,58,39
66099,54109,SBST,58,40
54109,54531,SBST,58,41
54531,53241,SBST,58,42
53241,53231,SBST,58,43
53231,53229,SBST,58,44
53229,53009,SBST,58,45
62131,62141,SBST,58A,1
62141,62059,SBST,58A,2
62059,62049,SBST,58A,3
62049,62039,SBST,58A,4
62039,62029,SBST,58A,5
62029,62019,SBST,58A,6
62019,70309,SBST,58A,7
70309,70299,SBST,58A,8
70299,70289,SBST,58A,9
70289,70279,SBST,58A,10
70279,70091,SBST,58A,11
70091,70081,SBST,58A,12
70081,70071,SBST,58A,13
70071,71081,SBST,58A,14
71081,72059,SBST,58A,15
72059,72049,SBST,58A,16
72049,72039,SBST,58A,17
72039,84709,SBST,58A,18
84709,84489,SBST,58A,19
84489,75401,SBST,58A,20
75401,75411,SBST,58A,21
75411,75371,SBST,58A,22
75371,75291,SBST,58A,23
75291,75311,SBST,58A,24
75311,75361,SBST,58A,25
75361,75351,SBST,58A,26
77009,77191,SBST,58B,1
77191,77201,SBST,58B,2
77201,77211,SBST,58B,3
77211,77251,SBST,58B,4
77251,77261,SBST,58B,5
77261,77271,SBST,58B,6
77271,77331,SBST,58B,7
77331,75359,SBST,58B,8
75359,75369,SBST,58B,9
75369,75319,SBST,58B,10
75319,75299,SBST,58B,11
75299,75379,SBST,58B,12
75379,84481,SBST,58B,13
84481,84701,SBST,58B,14
84701,72031,SBST,58B,15
72031,72041,SBST,58B,16
72041,72051,SBST,58B,17
72051,71089,SBST,58B,18
71089,70079,SBST,58B,19
70079,70089,SBST,58B,20
70089,70099,SBST,58B,21
70099,70271,SBST,58B,22
70271,70281,SBST,58B,23
53009,53221,SBST,59,1
53221,53211,SBST,59,2
53211,52021,SBST,59,3
52021,52031,SBST,59,4
52031,52361,SBST,59,5
52361,52449,SBST,59,6
52449,52179,SBST,59,7
52179,52169,SBST,59,8
52169,52159,SBST,59,9
52159,52149,SBST,59,10
52149,52139,SBST,59,11
52139,52509,SBST,59,12
52509,52329,SBST,59,13
52329,72011,SBST,59,14
72011,71099,SBST,59,17
71099,72059,SBST,59,18
72059,72049,SBST,59,19
72049,72039,SBST,59,20
72039,84709,SBST,59,21
84709,84489,SBST,59,22
84489,84461,SBST,59,23
84461,84471,SBST,59,24
84471,84621,SBST,59,25
84621,84611,SBST,59,26
84611,84631,SBST,59,27
84631,84601,SBST,59,28
84601,75341,SBST,59,29
75341,75061,SBST,59,30
75061,75051,SBST,59,31
75051,76071,SBST,59,32
76071,76081,SBST,59,33
76081,76091,SBST,59,34
76091,76101,SBST,59,35
76101,76031,SBST,59,36
76031,76231,SBST,59,37
76231,76241,SBST,59,38
76241,98011,SBST,59,39
98011,98021,SBST,59,40
98021,98031,SBST,59,41
98031,98041,SBST,59,42
98041,98231,SBST,59,43
98231,98051,SBST,59,44
98051,98061,SBST,59,45
98061,98071,SBST,59,46
98071,99011,SBST,59,47
99011,99021,SBST,59,48
99021,99031,SBST,59,49
99031,99041,SBST,59,50
99041,99139,SBST,59,51
99139,99009,SBST,59,52
99009,99131,SBST,59,1
99131,99049,SBST,59,2
99049,99039,SBST,59,3
99039,99029,SBST,59,4
99029,99019,SBST,59,5
99019,98079,SBST,59,6
98079,98069,SBST,59,7
98069,98059,SBST,59,8
98059,98239,SBST,59,9
98239,98049,SBST,59,10
98049,98039,SBST,59,11
98039,98029,SBST,59,12
98029,98019,SBST,59,13
98019,76249,SBST,59,14
76249,76239,SBST,59,15
76239,76039,SBST,59,16
76039,76109,SBST,59,17
76109,76099,SBST,59,18
76099,76089,SBST,59,19
76089,76079,SBST,59,20
76079,75059,SBST,59,21
75059,75069,SBST,59,22
75069,75349,SBST,59,23
75349,84609,SBST,59,24
84609,84639,SBST,59,25
84639,84619,SBST,59,26
84619,84629,SBST,59,27
84629,84479,SBST,59,28
84479,84469,SBST,59,29
84469,84481,SBST,59,30
84481,84701,SBST,59,31
84701,72031,SBST,59,32
72031,72041,SBST,59,33
72041,72051,SBST,59,34
72051,71091,SBST,59,35
71091,72019,SBST,59,36
72019,52321,SBST,59,37
52321,52501,SBST,59,40
52501,52131,SBST,59,41
52131,52141,SBST,59,42
52141,52151,SBST,59,43
52151,52161,SBST,59,44
52161,52171,SBST,59,45
52171,52441,SBST,59,46
52441,52369,SBST,59,47
52369,52039,SBST,59,48
52039,53219,SBST,59,49
53219,53229,SBST,59,50
53229,53009,SBST,59,51
2099,2101,SBST,5N,1
2101,2051,SBST,5N,2
2051,2061,SBST,5N,3
2061,4167,SBST,5N,4
4167,4249,SBST,5N,5
4249,5029,SBST,5N,6
5029,4222,SBST,5N,7
4222,4211,SBST,5N,8
4211,4331,SBST,5N,9
4331,13109,SBST,5N,10
13109,13211,SBST,5N,11
13211,6151,SBST,5N,12
6151,6141,SBST,5N,13
6141,6131,SBST,5N,14
6131,13121,SBST,5N,15
13121,13141,SBST,5N,16
13141,13191,SBST,5N,17
13191,9048,SBST,5N,18
9048,9038,SBST,5N,19
9038,8138,SBST,5N,20
8138,8057,SBST,5N,21
8057,8079,SBST,5N,22
8079,7011,SBST,5N,23
7011,7021,SBST,5N,24
7021,40011,SBST,5N,25
40011,41119,SBST,5N,26
41119,41109,SBST,5N,28
41109,11119,SBST,5N,29
11119,11109,SBST,5N,30
11109,11099,SBST,5N,31
11099,11231,SBST,5N,32
11231,11261,SBST,5N,33
11261,17249,SBST,5N,34
17249,17161,SBST,5N,37
17161,17171,SBST,5N,38
17171,17181,SBST,5N,39
17181,20101,SBST,5N,40
20101,28311,SBST,5N,41
28311,28321,SBST,5N,44
28321,28331,SBST,5N,45
28331,28451,SBST,5N,46
28451,28461,SBST,5N,47
28461,28491,SBST,5N,48
28491,28501,SBST,5N,49
28501,28511,SBST,5N,50
28511,28521,SBST,5N,51
28521,28401,SBST,5N,52
28401,28531,SBST,5N,53
28531,21249,SBST,5N,54
21249,21429,SBST,5N,55
21429,21391,SBST,5N,56
21391,21369,SBST,5N,57
21369,22491,SBST,5N,58
22491,22501,SBST,5N,59
22501,22511,SBST,5N,60
22511,22531,SBST,5N,61
22531,22231,SBST,5N,62
22231,22359,SBST,5N,63
22359,27331,SBST,5N,64
27331,27341,SBST,5N,65
27341,27351,SBST,5N,66
27351,27361,SBST,5N,67
27361,27271,SBST,5N,68
27271,27131,SBST,5N,69
27131,27141,SBST,5N,70
27141,27159,SBST,5N,71
77009,78109,GAS,6,1
78109,78119,GAS,6,2
78119,78129,GAS,6,3
78129,78139,GAS,6,4
78139,78149,GAS,6,5
78149,98109,GAS,6,6
98109,98031,GAS,6,7
98031,98041,GAS,6,8
98041,98121,GAS,6,9
98121,98131,GAS,6,10
98131,98141,GAS,6,11
98141,98151,GAS,6,12
98151,98161,GAS,6,13
98161,98171,GAS,6,14
98171,98181,GAS,6,15
98181,98199,GAS,6,16
98199,98209,GAS,6,17
98209,98219,GAS,6,18
98219,98229,GAS,6,19
98229,98149,GAS,6,20
98149,98139,GAS,6,21
98139,98129,GAS,6,22
98129,98049,GAS,6,23
98049,98039,GAS,6,24
98039,98101,GAS,6,25
98101,78141,GAS,6,26
78141,78131,GAS,6,27
78131,78121,GAS,6,28
78121,78111,GAS,6,29
78111,78101,GAS,6,30
78101,77009,GAS,6,31
82009,82061,SBST,60,1
82061,83101,SBST,60,2
83101,83111,SBST,60,3
83111,72011,SBST,60,4
72011,72021,SBST,60,5
72021,72061,SBST,60,6
72061,72071,SBST,60,7
72071,84501,SBST,60,8
84501,84511,SBST,60,9
84511,84499,SBST,60,10
84499,84489,SBST,60,11
84489,84459,SBST,60,12
84459,84539,SBST,60,13
84539,84361,SBST,60,14
84361,84309,SBST,60,15
84309,84009,SBST,60,16
84009,84301,SBST,60,17
84301,84369,SBST,60,18
84369,84451,SBST,60,19
84451,84481,SBST,60,20
84481,84491,SBST,60,21
84491,84501,SBST,60,22
84501,84511,SBST,60,23
84511,72079,SBST,60,24
72079,72069,SBST,60,25
72069,72029,SBST,60,26
72029,72019,SBST,60,27
72019,83119,SBST,60,28
83119,83109,SBST,60,29
83109,82069,SBST,60,30
82069,82221,SBST,60,31
82221,82009,SBST,60,32
82009,82061,SBST,60A,1
82061,83101,SBST,60A,2
83101,83111,SBST,60A,3
83111,72011,SBST,60A,4
72011,72021,SBST,60A,5
72021,72061,SBST,60A,6
72061,72071,SBST,60A,7
72071,84501,SBST,60A,8
84501,84511,SBST,60A,9
43009,43179,SMRT,61,1
43179,43189,SMRT,61,2
43189,43199,SMRT,61,3
43199,43209,SMRT,61,4
43209,42199,SMRT,61,5
42199,42189,SMRT,61,6
42189,42179,SMRT,61,7
42179,42169,SMRT,61,8
42169,42159,SMRT,61,9
42159,42259,SMRT,61,10
42259,42089,SMRT,61,11
42089,42149,SMRT,61,12
42149,12109,SMRT,61,13
12109,12099,SMRT,61,14
12099,12089,SMRT,61,15
12089,12079,SMRT,61,16
12079,12069,SMRT,61,17
12069,12119,SMRT,61,18
12119,12059,SMRT,61,19
12059,12049,SMRT,61,20
12049,12039,SMRT,61,21
12039,12029,SMRT,61,22
12029,11299,SMRT,61,23
11299,11289,SMRT,61,24
11289,11279,SMRT,61,25
11279,11269,SMRT,61,26
11269,11419,SMRT,61,27
11419,11409,SMRT,61,28
11409,11179,SMRT,61,29
11179,11169,SMRT,61,30
11169,11161,SMRT,61,31
11161,11459,SMRT,61,32
11459,11449,SMRT,61,33
11449,11059,SMRT,61,34
11059,11049,SMRT,61,36
11049,11039,SMRT,61,37
11039,11029,SMRT,61,38
11029,11519,SMRT,61,39
11519,18019,SMRT,61,40
18019,15059,SMRT,61,41
15059,15049,SMRT,61,42
15049,14189,SMRT,61,43
14189,14179,SMRT,61,44
14179,14169,SMRT,61,45
14169,14159,SMRT,61,46
14159,14139,SMRT,61,47
14139,14129,SMRT,61,48
14129,14119,SMRT,61,49
14119,14011,SMRT,61,50
14011,14239,SMRT,61,51
14239,14229,SMRT,61,52
14229,10391,SMRT,61,53
10391,10049,SMRT,61,54
10049,10017,SMRT,61,55
10017,10018,SMRT,61,56
10018,5013,SMRT,61,57
5013,5023,SMRT,61,58
5023,4222,SMRT,61,59
4222,4142,SMRT,61,60
4142,1012,SMRT,61,61
1012,1113,SMRT,61,62
1113,1121,SMRT,61,63
1121,1211,SMRT,61,64
1211,1311,SMRT,61,65
1311,7371,SMRT,61,66
7371,60011,SMRT,61,67
60011,60021,SMRT,61,68
60021,60031,SMRT,61,69
60031,60229,SMRT,61,70
60229,60159,SMRT,61,71
60159,60161,SMRT,61,72
60161,60211,SMRT,61,74
60211,70101,SMRT,61,75
70101,70111,SMRT,61,76
70111,70039,SMRT,61,77
70039,70151,SMRT,61,78
70151,70161,SMRT,61,79
70161,70171,SMRT,61,80
70171,70181,SMRT,61,81
70181,70191,SMRT,61,82
70191,70371,SMRT,61,83
70371,71161,SMRT,61,84
71161,71151,SMRT,61,85
71151,71141,SMRT,61,86
71141,71121,SMRT,61,87
71121,71131,SMRT,61,88
71131,71091,SMRT,61,89
71091,72019,SMRT,61,90
72019,83119,SMRT,61,91
83119,83109,SMRT,61,92
83109,82069,SMRT,61,93
82069,82221,SMRT,61,94
82221,82009,SMRT,61,95
82009,82061,SMRT,61,1
82061,83101,SMRT,61,2
83101,83111,SMRT,61,3
83111,72011,SMRT,61,4
72011,71099,SMRT,61,5
71099,71139,SMRT,61,6
71139,71129,SMRT,61,7
71129,71149,SMRT,61,8
71149,71159,SMRT,61,9
71159,71169,SMRT,61,10
71169,70379,SMRT,61,11
70379,70201,SMRT,61,12
70201,70211,SMRT,61,13
70211,70221,SMRT,61,14
70221,70231,SMRT,61,15
70231,70241,SMRT,61,17
70241,70021,SMRT,61,18
70021,70031,SMRT,61,19
70031,70119,SMRT,61,20
70119,70109,SMRT,61,21
70109,60219,SMRT,61,22
60219,60179,SMRT,61,23
60179,60221,SMRT,61,24
60221,60039,SMRT,61,25
60039,60029,SMRT,61,26
60029,60019,SMRT,61,27
60019,7369,SMRT,61,28
7369,7379,SMRT,61,29
7379,1339,SMRT,61,30
1339,1329,SMRT,61,31
1329,1229,SMRT,61,32
1229,1139,SMRT,61,33
1139,1039,SMRT,61,34
1039,1029,SMRT,61,35
1029,4167,SMRT,61,36
4167,4249,SMRT,61,37
4249,5029,SMRT,61,38
5029,5199,SMRT,61,39
5199,5189,SMRT,61,40
5189,5259,SMRT,61,41
5259,5239,SMRT,61,42
5239,10021,SMRT,61,43
10021,10041,SMRT,61,44
10041,10399,SMRT,61,45
10399,14221,SMRT,61,46
14221,14231,SMRT,61,47
14231,14019,SMRT,61,48
14019,14141,SMRT,61,49
14141,14121,SMRT,61,50
14121,14131,SMRT,61,51
14131,14151,SMRT,61,52
14151,14161,SMRT,61,53
14161,14171,SMRT,61,54
14171,15041,SMRT,61,55
15041,15051,SMRT,61,56
15051,18011,SMRT,61,57
18011,11511,SMRT,61,58
11511,11021,SMRT,61,59
11021,11031,SMRT,61,60
11031,11441,SMRT,61,61
11441,11451,SMRT,61,62
11451,11171,SMRT,61,63
11171,11401,SMRT,61,64
11401,11261,SMRT,61,65
11261,11271,SMRT,61,66
11271,11281,SMRT,61,67
11281,11291,SMRT,61,68
11291,12021,SMRT,61,69
12021,12031,SMRT,61,70
12031,12041,SMRT,61,71
12041,12051,SMRT,61,72
12051,12111,SMRT,61,73
12111,12061,SMRT,61,74
12061,12071,SMRT,61,75
12071,12081,SMRT,61,76
12081,12091,SMRT,61,77
12091,12101,SMRT,61,78
12101,42141,SMRT,61,79
42141,42071,SMRT,61,80
42071,42151,SMRT,61,81
42151,42161,SMRT,61,82
42161,42171,SMRT,61,83
42171,42181,SMRT,61,84
42181,42191,SMRT,61,85
42191,43201,SMRT,61,86
43201,43191,SMRT,61,87
43191,43181,SMRT,61,88
43181,43171,SMRT,61,89
43171,43009,SMRT,61,90
65009,65201,GAS,62,1
65201,65151,GAS,62,2
65151,65161,GAS,62,3
65161,65171,GAS,62,4
65171,65529,GAS,62,5
65529,67529,GAS,62,6
67529,67519,GAS,62,7
67519,67509,GAS,62,8
67509,64409,GAS,62,9
64409,64069,GAS,62,10
64069,64071,GAS,62,11
64071,64039,GAS,62,12
64039,64371,GAS,62,13
64371,64381,GAS,62,14
64381,64391,GAS,62,15
64391,63351,GAS,62,16
63351,63341,GAS,62,17
63341,63249,GAS,62,18
63249,63139,GAS,62,19
63139,63261,GAS,62,20
63261,63271,GAS,62,21
63271,63281,GAS,62,22
63281,63291,GAS,62,23
63291,63301,GAS,62,24
63301,62221,GAS,62,25
62221,62049,GAS,62,26
62049,62039,GAS,62,27
62039,62029,GAS,62,28
62029,62019,GAS,62,29
62019,70309,GAS,62,30
70309,70299,GAS,62,31
70299,70289,GAS,62,32
70289,70149,GAS,62,33
70149,70139,GAS,62,34
70139,70129,GAS,62,35
70129,70039,GAS,62,36
70039,70029,GAS,62,37
70029,70019,GAS,62,38
70019,81099,GAS,62,39
81099,81089,GAS,62,40
81089,80089,GAS,62,41
80089,80069,GAS,62,42
80069,80049,GAS,62,43
80049,80051,GAS,62,44
80051,80071,GAS,62,45
80071,80091,GAS,62,46
80091,81081,GAS,62,47
81081,81091,GAS,62,48
81091,70011,GAS,62,49
70011,70021,GAS,62,50
70021,70031,GAS,62,51
70031,70121,GAS,62,52
70121,70131,GAS,62,53
70131,70141,GAS,62,54
70141,70281,GAS,62,55
70281,70291,GAS,62,56
70291,70301,GAS,62,57
70301,62011,GAS,62,58
62011,62021,GAS,62,59
62021,62031,GAS,62,60
62031,62041,GAS,62,61
62041,62229,GAS,62,62
62229,63309,GAS,62,63
63309,63299,GAS,62,64
63299,63289,GAS,62,65
63289,63279,GAS,62,66
63279,63269,GAS,62,67
63269,63131,GAS,62,68
63131,63241,GAS,62,69
63241,63349,GAS,62,70
63349,63359,GAS,62,71
63359,64399,GAS,62,72
64399,64389,GAS,62,73
64389,64379,GAS,62,74
64379,64031,GAS,62,75
64031,64079,GAS,62,76
64079,64061,GAS,62,77
64061,64401,GAS,62,78
64401,67501,GAS,62,79
67501,67511,GAS,62,80
67511,67521,GAS,62,81
67521,65521,GAS,62,82
65521,65179,GAS,62,83
65179,65169,GAS,62,84
65169,65159,GAS,62,85
65159,65209,GAS,62,86
65209,65009,GAS,62,87
65009,65201,GAS,62A,1
65201,65151,GAS,62A,2
65151,65161,GAS,62A,3
65161,65171,GAS,62A,4
65171,65529,GAS,62A,5
65529,67529,GAS,62A,6
67529,67519,GAS,62A,7
67519,67509,GAS,62A,8
67509,64409,GAS,62A,9
64409,64069,GAS,62A,10
64069,64071,GAS,62A,11
64071,64039,GAS,62A,12
64039,64371,GAS,62A,13
64371,64381,GAS,62A,14
64381,64391,GAS,62A,15
64391,63351,GAS,62A,16
63351,63341,GAS,62A,17
63341,63249,GAS,62A,18
63249,63139,GAS,62A,19
63139,63261,GAS,62A,20
63261,63271,GAS,62A,21
63271,63281,GAS,62A,22
63281,63291,GAS,62A,23
63291,63301,GAS,62A,24
63301,62221,GAS,62A,25
62221,62049,GAS,62A,26
62049,62039,GAS,62A,27
62039,62029,GAS,62A,28
62029,62019,GAS,62A,29
62019,70309,GAS,62A,30
70309,70299,GAS,62A,31
70299,70289,GAS,62A,32
70289,70149,GAS,62A,33
70149,70139,GAS,62A,34
70139,70129,GAS,62A,35
70129,70039,GAS,62A,36
70039,70029,GAS,62A,37
70029,70019,GAS,62A,38
70019,81099,GAS,62A,39
81099,81089,GAS,62A,40
82009,82061,SBST,63,1
82061,83101,SBST,63,2
83101,83111,SBST,63,3
83111,72011,SBST,63,4
72011,71099,SBST,63,5
71099,71139,SBST,63,6
71139,71101,SBST,63,7
71101,71111,SBST,63,8
71111,71201,SBST,63,9
71201,71211,SBST,63,10
71211,71221,SBST,63,11
71221,71169,SBST,63,12
71169,70379,SBST,63,13
70379,70201,SBST,63,14
70201,70211,SBST,63,15
70211,70221,SBST,63,16
70221,70231,SBST,63,17
70231,70241,SBST,63,18
70241,70019,SBST,63,19
70019,81099,SBST,63,20
81099,81089,SBST,63,21
81089,80089,SBST,63,22
80089,80069,SBST,63,23
80069,80049,SBST,63,24
80049,80039,SBST,63,25
80039,80029,SBST,63,26
80029,1339,SBST,63,27
1339,1329,SBST,63,28
1329,1229,SBST,63,29
1229,1139,SBST,63,30
1139,1039,SBST,63,31
1039,1029,SBST,63,32
1029,4168,SBST,63,33
4168,4249,SBST,63,34
4249,5029,SBST,63,35
5029,5131,SBST,63,36
5131,5039,SBST,63,38
5039,5019,SBST,63,39
5019,6011,SBST,63,40
6011,6051,SBST,63,41
6051,10141,SBST,63,42
10141,10151,SBST,63,43
10151,10161,SBST,63,44
10161,10171,SBST,63,45
10171,10181,SBST,63,46
10181,10191,SBST,63,47
10191,10481,SBST,63,48
10481,10459,SBST,63,49
10459,10429,SBST,63,50
10429,10419,SBST,63,51
10419,10409,SBST,63,52
10409,10599,SBST,63,53
10599,10401,SBST,63,54
10401,10411,SBST,63,55
10411,10421,SBST,63,56
10421,10451,SBST,63,57
10451,10489,SBST,63,58
10489,10199,SBST,63,59
10199,10189,SBST,63,60
10189,10179,SBST,63,61
10179,10169,SBST,63,62
10169,10149,SBST,63,63
10149,6049,SBST,63,64
6049,6029,SBST,63,65
6029,5013,SBST,63,66
5013,5023,SBST,63,67
5023,4222,SBST,63,68
4222,4142,SBST,63,69
4142,1012,SBST,63,70
1012,1112,SBST,63,71
1112,1121,SBST,63,72
